NO.                 |Time                |Value               |Pressure            |
24147               |오후 3:02:24          |0 N                 |0.0000MPa           |
24148               |오후 3:02:24          |0 N                 |0.0000MPa           |
24149               |오후 3:02:24          |0 N                 |0.0000MPa           |
24150               |오후 3:02:25          |0 N                 |0.0000MPa           |
24151               |오후 3:02:25          |0 N                 |0.0000MPa           |
24152               |오후 3:02:25          |0 N                 |0.0000MPa           |
24153               |오후 3:02:25          |0 N                 |0.0000MPa           |
24154               |오후 3:02:25          |0 N                 |0.0000MPa           |
24155               |오후 3:02:26          |0 N                 |0.0000MPa           |
24156               |오후 3:02:26          |0 N                 |0.0000MPa           |
24157               |오후 3:02:26          |0 N                 |0.0000MPa           |
24158               |오후 3:02:26          |0 N                 |0.0000MPa           |
24159               |오후 3:02:26          |0 N                 |0.0000MPa           |
24160               |오후 3:02:27          |0 N                 |0.0000MPa           |
24161               |오후 3:02:27          |0 N                 |0.0000MPa           |
24162               |오후 3:02:27          |0 N                 |0.0000MPa           |
24163               |오후 3:02:27          |0 N                 |0.0000MPa           |
24164               |오후 3:02:27          |0 N                 |0.0000MPa           |
24165               |오후 3:02:27          |0 N                 |0.0000MPa           |
24166               |오후 3:02:28          |0 N                 |0.0000MPa           |
24167               |오후 3:02:28          |0 N                 |0.0000MPa           |
24168               |오후 3:02:28          |0 N                 |0.0000MPa           |
24169               |오후 3:02:28          |0 N                 |0.0000MPa           |
24170               |오후 3:02:28          |0 N                 |0.0000MPa           |
24171               |오후 3:02:29          |0 N                 |0.0000MPa           |
24172               |오후 3:02:29          |0 N                 |0.0000MPa           |
24173               |오후 3:02:29          |85 N                |85.0000MPa          |
24174               |오후 3:02:29          |232 N               |232.0000MPa         |
24175               |오후 3:02:29          |325 N               |325.0000MPa         |
24176               |오후 3:02:29          |369 N               |369.0000MPa         |
24177               |오후 3:02:30          |368 N               |368.0000MPa         |
24178               |오후 3:02:30          |368 N               |368.0000MPa         |
24179               |오후 3:02:30          |367 N               |367.0000MPa         |
24180               |오후 3:02:30          |367 N               |367.0000MPa         |
24181               |오후 3:02:30          |367 N               |367.0000MPa         |
24182               |오후 3:02:31          |367 N               |367.0000MPa         |
24183               |오후 3:02:31          |365 N               |365.0000MPa         |
24184               |오후 3:02:31          |146 N               |146.0000MPa         |
24185               |오후 3:02:31          |3 N                 |3.0000MPa           |
24186               |오후 3:02:31          |0 N                 |0.0000MPa           |
24187               |오후 3:02:32          |0 N                 |0.0000MPa           |
24188               |오후 3:02:32          |0 N                 |0.0000MPa           |
24189               |오후 3:02:32          |0 N                 |0.0000MPa           |
24190               |오후 3:02:32          |0 N                 |0.0000MPa           |
24191               |오후 3:02:32          |0 N                 |0.0000MPa           |
24192               |오후 3:02:33          |0 N                 |0.0000MPa           |
24193               |오후 3:02:33          |0 N                 |0.0000MPa           |
24194               |오후 3:02:33          |0 N                 |0.0000MPa           |
24195               |오후 3:02:33          |0 N                 |0.0000MPa           |
24196               |오후 3:02:33          |0 N                 |0.0000MPa           |
24197               |오후 3:02:33          |0 N                 |0.0000MPa           |
24198               |오후 3:02:34          |0 N                 |0.0000MPa           |
24199               |오후 3:02:34          |0 N                 |0.0000MPa           |
24200               |오후 3:02:34          |0 N                 |0.0000MPa           |
24201               |오후 3:02:34          |0 N                 |0.0000MPa           |
24202               |오후 3:02:34          |0 N                 |0.0000MPa           |
24203               |오후 3:02:35          |0 N                 |0.0000MPa           |
24204               |오후 3:02:35          |0 N                 |0.0000MPa           |
24205               |오후 3:02:35          |0 N                 |0.0000MPa           |
24206               |오후 3:02:35          |0 N                 |0.0000MPa           |
24207               |오후 3:02:35          |0 N                 |0.0000MPa           |
24208               |오후 3:02:36          |0 N                 |0.0000MPa           |
24209               |오후 3:02:36          |0 N                 |0.0000MPa           |
24210               |오후 3:02:36          |0 N                 |0.0000MPa           |
24211               |오후 3:02:36          |0 N                 |0.0000MPa           |
24212               |오후 3:02:36          |0 N                 |0.0000MPa           |
24213               |오후 3:02:37          |0 N                 |0.0000MPa           |
24214               |오후 3:02:37          |0 N                 |0.0000MPa           |
24215               |오후 3:02:37          |0 N                 |0.0000MPa           |
24216               |오후 3:02:37          |0 N                 |0.0000MPa           |
24217               |오후 3:02:37          |0 N                 |0.0000MPa           |
24218               |오후 3:02:37          |0 N                 |0.0000MPa           |
24219               |오후 3:02:38          |0 N                 |0.0000MPa           |
24220               |오후 3:02:38          |0 N                 |0.0000MPa           |
24221               |오후 3:02:38          |0 N                 |0.0000MPa           |
24222               |오후 3:02:38          |0 N                 |0.0000MPa           |
24223               |오후 3:02:38          |0 N                 |0.0000MPa           |
24224               |오후 3:02:39          |0 N                 |0.0000MPa           |
24225               |오후 3:02:39          |0 N                 |0.0000MPa           |
24226               |오후 3:02:39          |0 N                 |0.0000MPa           |
24227               |오후 3:02:39          |0 N                 |0.0000MPa           |
24228               |오후 3:02:39          |0 N                 |0.0000MPa           |
24229               |오후 3:02:39          |0 N                 |0.0000MPa           |
24230               |오후 3:02:40          |0 N                 |0.0000MPa           |
24231               |오후 3:02:40          |88 N                |88.0000MPa          |
24232               |오후 3:02:40          |237 N               |237.0000MPa         |
24233               |오후 3:02:40          |330 N               |330.0000MPa         |
24234               |오후 3:02:40          |376 N               |376.0000MPa         |
24235               |오후 3:02:41          |376 N               |376.0000MPa         |
24236               |오후 3:02:41          |375 N               |375.0000MPa         |
24237               |오후 3:02:41          |375 N               |375.0000MPa         |
24238               |오후 3:02:41          |374 N               |374.0000MPa         |
24239               |오후 3:02:41          |374 N               |374.0000MPa         |
24240               |오후 3:02:42          |358 N               |358.0000MPa         |
24241               |오후 3:02:42          |117 N               |117.0000MPa         |
24242               |오후 3:02:42          |0 N                 |0.0000MPa           |
24243               |오후 3:02:42          |0 N                 |0.0000MPa           |
24244               |오후 3:02:42          |0 N                 |0.0000MPa           |
24245               |오후 3:02:42          |0 N                 |0.0000MPa           |
24246               |오후 3:02:43          |0 N                 |0.0000MPa           |
24247               |오후 3:02:43          |0 N                 |0.0000MPa           |
24248               |오후 3:02:43          |0 N                 |0.0000MPa           |
24249               |오후 3:02:43          |0 N                 |0.0000MPa           |
24250               |오후 3:02:43          |0 N                 |0.0000MPa           |
24251               |오후 3:02:44          |0 N                 |0.0000MPa           |
24252               |오후 3:02:44          |0 N                 |0.0000MPa           |
24253               |오후 3:02:44          |0 N                 |0.0000MPa           |
24254               |오후 3:02:44          |0 N                 |0.0000MPa           |
24255               |오후 3:02:44          |0 N                 |0.0000MPa           |
24256               |오후 3:02:45          |0 N                 |0.0000MPa           |
24257               |오후 3:02:45          |0 N                 |0.0000MPa           |
24258               |오후 3:02:45          |0 N                 |0.0000MPa           |
24259               |오후 3:02:45          |0 N                 |0.0000MPa           |
24260               |오후 3:02:45          |0 N                 |0.0000MPa           |
24261               |오후 3:02:46          |0 N                 |0.0000MPa           |
24262               |오후 3:02:46          |0 N                 |0.0000MPa           |
24263               |오후 3:02:46          |0 N                 |0.0000MPa           |
24264               |오후 3:02:46          |0 N                 |0.0000MPa           |
24265               |오후 3:02:46          |0 N                 |0.0000MPa           |
24266               |오후 3:02:46          |0 N                 |0.0000MPa           |
24267               |오후 3:02:47          |0 N                 |0.0000MPa           |
24268               |오후 3:02:47          |0 N                 |0.0000MPa           |
24269               |오후 3:02:47          |0 N                 |0.0000MPa           |
24270               |오후 3:02:47          |0 N                 |0.0000MPa           |
24271               |오후 3:02:47          |0 N                 |0.0000MPa           |
24272               |오후 3:02:48          |0 N                 |0.0000MPa           |
24273               |오후 3:02:48          |0 N                 |0.0000MPa           |
24274               |오후 3:02:48          |0 N                 |0.0000MPa           |
24275               |오후 3:02:48          |0 N                 |0.0000MPa           |
24276               |오후 3:02:48          |0 N                 |0.0000MPa           |
24277               |오후 3:02:49          |0 N                 |0.0000MPa           |
24278               |오후 3:02:49          |0 N                 |0.0000MPa           |
24279               |오후 3:02:49          |0 N                 |0.0000MPa           |
24280               |오후 3:02:49          |0 N                 |0.0000MPa           |
24281               |오후 3:02:49          |0 N                 |0.0000MPa           |
24282               |오후 3:02:49          |0 N                 |0.0000MPa           |
24283               |오후 3:02:50          |0 N                 |0.0000MPa           |
24284               |오후 3:02:50          |0 N                 |0.0000MPa           |
24285               |오후 3:02:50          |0 N                 |0.0000MPa           |
24286               |오후 3:02:50          |63 N                |63.0000MPa          |
24287               |오후 3:02:50          |213 N               |213.0000MPa         |
24288               |오후 3:02:51          |312 N               |312.0000MPa         |
24289               |오후 3:02:51          |371 N               |371.0000MPa         |
24290               |오후 3:02:51          |373 N               |373.0000MPa         |
24291               |오후 3:02:51          |372 N               |372.0000MPa         |
24292               |오후 3:02:51          |372 N               |372.0000MPa         |
24293               |오후 3:02:52          |372 N               |372.0000MPa         |
24294               |오후 3:02:52          |372 N               |372.0000MPa         |
24295               |오후 3:02:52          |372 N               |372.0000MPa         |
24296               |오후 3:02:52          |365 N               |365.0000MPa         |
24297               |오후 3:02:52          |135 N               |135.0000MPa         |
24298               |오후 3:02:53          |1 N                 |1.0000MPa           |
24299               |오후 3:02:53          |0 N                 |0.0000MPa           |
24300               |오후 3:02:53          |0 N                 |0.0000MPa           |
24301               |오후 3:02:53          |0 N                 |0.0000MPa           |
24302               |오후 3:02:53          |0 N                 |0.0000MPa           |
24303               |오후 3:02:53          |0 N                 |0.0000MPa           |
24304               |오후 3:02:54          |0 N                 |0.0000MPa           |
24305               |오후 3:02:54          |0 N                 |0.0000MPa           |
24306               |오후 3:02:54          |0 N                 |0.0000MPa           |
24307               |오후 3:02:54          |0 N                 |0.0000MPa           |
24308               |오후 3:02:54          |0 N                 |0.0000MPa           |
24309               |오후 3:02:55          |0 N                 |0.0000MPa           |
24310               |오후 3:02:55          |0 N                 |0.0000MPa           |
24311               |오후 3:02:55          |0 N                 |0.0000MPa           |
24312               |오후 3:02:55          |0 N                 |0.0000MPa           |
24313               |오후 3:02:55          |0 N                 |0.0000MPa           |
24314               |오후 3:02:55          |0 N                 |0.0000MPa           |
24315               |오후 3:02:56          |0 N                 |0.0000MPa           |
24316               |오후 3:02:56          |0 N                 |0.0000MPa           |
24317               |오후 3:02:56          |0 N                 |0.0000MPa           |
24318               |오후 3:02:56          |0 N                 |0.0000MPa           |
24319               |오후 3:02:56          |0 N                 |0.0000MPa           |
24320               |오후 3:02:57          |0 N                 |0.0000MPa           |
24321               |오후 3:02:57          |0 N                 |0.0000MPa           |
24322               |오후 3:02:57          |0 N                 |0.0000MPa           |
24323               |오후 3:02:57          |0 N                 |0.0000MPa           |
24324               |오후 3:02:57          |0 N                 |0.0000MPa           |
24325               |오후 3:02:58          |0 N                 |0.0000MPa           |
24326               |오후 3:02:58          |0 N                 |0.0000MPa           |
24327               |오후 3:02:58          |0 N                 |0.0000MPa           |
24328               |오후 3:02:58          |0 N                 |0.0000MPa           |
24329               |오후 3:02:58          |0 N                 |0.0000MPa           |
24330               |오후 3:02:58          |0 N                 |0.0000MPa           |
24331               |오후 3:02:59          |0 N                 |0.0000MPa           |
24332               |오후 3:02:59          |0 N                 |0.0000MPa           |
24333               |오후 3:02:59          |0 N                 |0.0000MPa           |
24334               |오후 3:02:59          |0 N                 |0.0000MPa           |
24335               |오후 3:02:59          |0 N                 |0.0000MPa           |
24336               |오후 3:03:00          |0 N                 |0.0000MPa           |
24337               |오후 3:03:00          |0 N                 |0.0000MPa           |
24338               |오후 3:03:00          |0 N                 |0.0000MPa           |
24339               |오후 3:03:00          |0 N                 |0.0000MPa           |
24340               |오후 3:03:00          |0 N                 |0.0000MPa           |
24341               |오후 3:03:01          |0 N                 |0.0000MPa           |
24342               |오후 3:03:01          |0 N                 |0.0000MPa           |
24343               |오후 3:03:01          |115 N               |115.0000MPa         |
24344               |오후 3:03:01          |255 N               |255.0000MPa         |
24345               |오후 3:03:01          |338 N               |338.0000MPa         |
24346               |오후 3:03:01          |368 N               |368.0000MPa         |
24347               |오후 3:03:02          |368 N               |368.0000MPa         |
24348               |오후 3:03:02          |367 N               |367.0000MPa         |
24349               |오후 3:03:02          |367 N               |367.0000MPa         |
24350               |오후 3:03:02          |367 N               |367.0000MPa         |
24351               |오후 3:03:02          |367 N               |367.0000MPa         |
24352               |오후 3:03:03          |366 N               |366.0000MPa         |
24353               |오후 3:03:03          |230 N               |230.0000MPa         |
24354               |오후 3:03:03          |18 N                |18.0000MPa          |
24355               |오후 3:03:03          |0 N                 |0.0000MPa           |
24356               |오후 3:03:03          |0 N                 |0.0000MPa           |
24357               |오후 3:03:04          |0 N                 |0.0000MPa           |
24358               |오후 3:03:04          |0 N                 |0.0000MPa           |
24359               |오후 3:03:04          |0 N                 |0.0000MPa           |
24360               |오후 3:03:04          |0 N                 |0.0000MPa           |
24361               |오후 3:03:04          |0 N                 |0.0000MPa           |
24362               |오후 3:03:05          |0 N                 |0.0000MPa           |
24363               |오후 3:03:05          |0 N                 |0.0000MPa           |
24364               |오후 3:03:05          |0 N                 |0.0000MPa           |
24365               |오후 3:03:05          |0 N                 |0.0000MPa           |
24366               |오후 3:03:05          |0 N                 |0.0000MPa           |
24367               |오후 3:03:05          |0 N                 |0.0000MPa           |
24368               |오후 3:03:06          |0 N                 |0.0000MPa           |
24369               |오후 3:03:06          |0 N                 |0.0000MPa           |
24370               |오후 3:03:06          |0 N                 |0.0000MPa           |
24371               |오후 3:03:06          |0 N                 |0.0000MPa           |
24372               |오후 3:03:06          |0 N                 |0.0000MPa           |
24373               |오후 3:03:07          |0 N                 |0.0000MPa           |
24374               |오후 3:03:07          |0 N                 |0.0000MPa           |
24375               |오후 3:03:07          |0 N                 |0.0000MPa           |
24376               |오후 3:03:07          |0 N                 |0.0000MPa           |
24377               |오후 3:03:07          |0 N                 |0.0000MPa           |
24378               |오후 3:03:07          |0 N                 |0.0000MPa           |
24379               |오후 3:03:08          |0 N                 |0.0000MPa           |
24380               |오후 3:03:08          |0 N                 |0.0000MPa           |
24381               |오후 3:03:08          |0 N                 |0.0000MPa           |
24382               |오후 3:03:08          |0 N                 |0.0000MPa           |
24383               |오후 3:03:08          |0 N                 |0.0000MPa           |
24384               |오후 3:03:09          |0 N                 |0.0000MPa           |
24385               |오후 3:03:09          |0 N                 |0.0000MPa           |
24386               |오후 3:03:09          |0 N                 |0.0000MPa           |
24387               |오후 3:03:09          |0 N                 |0.0000MPa           |
24388               |오후 3:03:09          |0 N                 |0.0000MPa           |
24389               |오후 3:03:10          |0 N                 |0.0000MPa           |
24390               |오후 3:03:10          |0 N                 |0.0000MPa           |
24391               |오후 3:03:10          |0 N                 |0.0000MPa           |
24392               |오후 3:03:10          |0 N                 |0.0000MPa           |
24393               |오후 3:03:10          |0 N                 |0.0000MPa           |
24394               |오후 3:03:11          |0 N                 |0.0000MPa           |
24395               |오후 3:03:11          |0 N                 |0.0000MPa           |
24396               |오후 3:03:11          |0 N                 |0.0000MPa           |
24397               |오후 3:03:11          |0 N                 |0.0000MPa           |
24398               |오후 3:03:11          |0 N                 |0.0000MPa           |
24399               |오후 3:03:12          |0 N                 |0.0000MPa           |
24400               |오후 3:03:12          |45 N                |45.0000MPa          |
24401               |오후 3:03:12          |199 N               |199.0000MPa         |
24402               |오후 3:03:12          |302 N               |302.0000MPa         |
24403               |오후 3:03:12          |366 N               |366.0000MPa         |
24404               |오후 3:03:12          |373 N               |373.0000MPa         |
24405               |오후 3:03:13          |372 N               |372.0000MPa         |
24406               |오후 3:03:13          |372 N               |372.0000MPa         |
24407               |오후 3:03:13          |372 N               |372.0000MPa         |
24408               |오후 3:03:13          |372 N               |372.0000MPa         |
24409               |오후 3:03:13          |371 N               |371.0000MPa         |
24410               |오후 3:03:14          |191 N               |191.0000MPa         |
24411               |오후 3:03:14          |7 N                 |7.0000MPa           |
24412               |오후 3:03:14          |0 N                 |0.0000MPa           |
24413               |오후 3:03:14          |0 N                 |0.0000MPa           |
24414               |오후 3:03:14          |0 N                 |0.0000MPa           |
24415               |오후 3:03:15          |0 N                 |0.0000MPa           |
24416               |오후 3:03:15          |0 N                 |0.0000MPa           |
24417               |오후 3:03:15          |0 N                 |0.0000MPa           |
24418               |오후 3:03:15          |0 N                 |0.0000MPa           |
24419               |오후 3:03:15          |0 N                 |0.0000MPa           |
24420               |오후 3:03:15          |0 N                 |0.0000MPa           |
24421               |오후 3:03:16          |0 N                 |0.0000MPa           |
24422               |오후 3:03:16          |0 N                 |0.0000MPa           |
24423               |오후 3:03:16          |0 N                 |0.0000MPa           |
24424               |오후 3:03:16          |0 N                 |0.0000MPa           |
24425               |오후 3:03:16          |0 N                 |0.0000MPa           |
24426               |오후 3:03:17          |0 N                 |0.0000MPa           |
24427               |오후 3:03:17          |0 N                 |0.0000MPa           |
24428               |오후 3:03:17          |0 N                 |0.0000MPa           |
24429               |오후 3:03:17          |0 N                 |0.0000MPa           |
24430               |오후 3:03:17          |0 N                 |0.0000MPa           |
24431               |오후 3:03:18          |0 N                 |0.0000MPa           |
24432               |오후 3:03:18          |0 N                 |0.0000MPa           |
24433               |오후 3:03:18          |0 N                 |0.0000MPa           |
24434               |오후 3:03:18          |0 N                 |0.0000MPa           |
24435               |오후 3:03:18          |0 N                 |0.0000MPa           |
24436               |오후 3:03:18          |0 N                 |0.0000MPa           |
24437               |오후 3:03:19          |0 N                 |0.0000MPa           |
24438               |오후 3:03:19          |0 N                 |0.0000MPa           |
24439               |오후 3:03:19          |0 N                 |0.0000MPa           |
24440               |오후 3:03:19          |0 N                 |0.0000MPa           |
24441               |오후 3:03:19          |0 N                 |0.0000MPa           |
24442               |오후 3:03:20          |0 N                 |0.0000MPa           |
24443               |오후 3:03:20          |0 N                 |0.0000MPa           |
24444               |오후 3:03:20          |0 N                 |0.0000MPa           |
24445               |오후 3:03:20          |0 N                 |0.0000MPa           |
24446               |오후 3:03:20          |0 N                 |0.0000MPa           |
24447               |오후 3:03:20          |0 N                 |0.0000MPa           |
24448               |오후 3:03:21          |0 N                 |0.0000MPa           |
24449               |오후 3:03:21          |0 N                 |0.0000MPa           |
24450               |오후 3:03:21          |0 N                 |0.0000MPa           |
24451               |오후 3:03:21          |0 N                 |0.0000MPa           |
24452               |오후 3:03:21          |0 N                 |0.0000MPa           |
24453               |오후 3:03:22          |0 N                 |0.0000MPa           |
24454               |오후 3:03:22          |0 N                 |0.0000MPa           |
24455               |오후 3:03:22          |94 N                |94.0000MPa          |
24456               |오후 3:03:22          |243 N               |243.0000MPa         |
24457               |오후 3:03:22          |330 N               |330.0000MPa         |
24458               |오후 3:03:23          |371 N               |371.0000MPa         |
24459               |오후 3:03:23          |373 N               |373.0000MPa         |
24460               |오후 3:03:23          |373 N               |373.0000MPa         |
24461               |오후 3:03:23          |373 N               |373.0000MPa         |
24462               |오후 3:03:23          |372 N               |372.0000MPa         |
24463               |오후 3:03:24          |371 N               |371.0000MPa         |
24464               |오후 3:03:24          |153 N               |153.0000MPa         |
24465               |오후 3:03:24          |2 N                 |2.0000MPa           |
24466               |오후 3:03:24          |0 N                 |0.0000MPa           |
24467               |오후 3:03:24          |0 N                 |0.0000MPa           |
24468               |오후 3:03:24          |0 N                 |0.0000MPa           |
24469               |오후 3:03:25          |0 N                 |0.0000MPa           |
24470               |오후 3:03:25          |0 N                 |0.0000MPa           |
24471               |오후 3:03:25          |0 N                 |0.0000MPa           |
24472               |오후 3:03:25          |0 N                 |0.0000MPa           |
24473               |오후 3:03:25          |0 N                 |0.0000MPa           |
24474               |오후 3:03:26          |0 N                 |0.0000MPa           |
24475               |오후 3:03:26          |0 N                 |0.0000MPa           |
24476               |오후 3:03:26          |0 N                 |0.0000MPa           |
24477               |오후 3:03:26          |0 N                 |0.0000MPa           |
24478               |오후 3:03:26          |0 N                 |0.0000MPa           |
24479               |오후 3:03:27          |0 N                 |0.0000MPa           |
24480               |오후 3:03:27          |0 N                 |0.0000MPa           |
