NO.                 |Time                |Value               |Pressure            |
19816               |오후 2:45:08          |0 N                 |0.0000MPa           |
19817               |오후 2:45:08          |0 N                 |0.0000MPa           |
19818               |오후 2:45:09          |0 N                 |0.0000MPa           |
19819               |오후 2:45:09          |0 N                 |0.0000MPa           |
19820               |오후 2:45:09          |0 N                 |0.0000MPa           |
19821               |오후 2:45:09          |0 N                 |0.0000MPa           |
19822               |오후 2:45:09          |0 N                 |0.0000MPa           |
19823               |오후 2:45:10          |0 N                 |0.0000MPa           |
19824               |오후 2:45:10          |0 N                 |0.0000MPa           |
19825               |오후 2:45:10          |0 N                 |0.0000MPa           |
19826               |오후 2:45:10          |0 N                 |0.0000MPa           |
19827               |오후 2:45:10          |0 N                 |0.0000MPa           |
19828               |오후 2:45:11          |0 N                 |0.0000MPa           |
19829               |오후 2:45:11          |0 N                 |0.0000MPa           |
19830               |오후 2:45:11          |0 N                 |0.0000MPa           |
19831               |오후 2:45:11          |0 N                 |0.0000MPa           |
19832               |오후 2:45:11          |0 N                 |0.0000MPa           |
19833               |오후 2:45:11          |0 N                 |0.0000MPa           |
19834               |오후 2:45:12          |0 N                 |0.0000MPa           |
19835               |오후 2:45:12          |0 N                 |0.0000MPa           |
19836               |오후 2:45:12          |0 N                 |0.0000MPa           |
19837               |오후 2:45:12          |0 N                 |0.0000MPa           |
19838               |오후 2:45:12          |0 N                 |0.0000MPa           |
19839               |오후 2:45:13          |0 N                 |0.0000MPa           |
19840               |오후 2:45:13          |0 N                 |0.0000MPa           |
19841               |오후 2:45:13          |0 N                 |0.0000MPa           |
19842               |오후 2:45:13          |0 N                 |0.0000MPa           |
19843               |오후 2:45:13          |0 N                 |0.0000MPa           |
19844               |오후 2:45:14          |0 N                 |0.0000MPa           |
19845               |오후 2:45:14          |0 N                 |0.0000MPa           |
19846               |오후 2:45:14          |0 N                 |0.0000MPa           |
19847               |오후 2:45:14          |0 N                 |0.0000MPa           |
19848               |오후 2:45:14          |0 N                 |0.0000MPa           |
19849               |오후 2:45:14          |121 N               |121.0000MPa         |
19850               |오후 2:45:15          |255 N               |255.0000MPa         |
19851               |오후 2:45:15          |352 N               |352.0000MPa         |
19852               |오후 2:45:15          |424 N               |424.0000MPa         |
19853               |오후 2:45:15          |479 N               |479.0000MPa         |
19854               |오후 2:45:15          |502 N               |502.0000MPa         |
19855               |오후 2:45:16          |501 N               |501.0000MPa         |
19856               |오후 2:45:16          |501 N               |501.0000MPa         |
19857               |오후 2:45:16          |500 N               |500.0000MPa         |
19858               |오후 2:45:16          |433 N               |433.0000MPa         |
19859               |오후 2:45:16          |432 N               |432.0000MPa         |
19860               |오후 2:45:17          |240 N               |240.0000MPa         |
19861               |오후 2:45:17          |26 N                |26.0000MPa          |
19862               |오후 2:45:17          |0 N                 |0.0000MPa           |
19863               |오후 2:45:17          |0 N                 |0.0000MPa           |
19864               |오후 2:45:17          |0 N                 |0.0000MPa           |
19865               |오후 2:45:17          |0 N                 |0.0000MPa           |
19866               |오후 2:45:18          |0 N                 |0.0000MPa           |
19867               |오후 2:45:18          |0 N                 |0.0000MPa           |
19868               |오후 2:45:18          |0 N                 |0.0000MPa           |
19869               |오후 2:45:18          |0 N                 |0.0000MPa           |
19870               |오후 2:45:18          |0 N                 |0.0000MPa           |
19871               |오후 2:45:19          |0 N                 |0.0000MPa           |
19872               |오후 2:45:19          |0 N                 |0.0000MPa           |
19873               |오후 2:45:19          |0 N                 |0.0000MPa           |
19874               |오후 2:45:19          |0 N                 |0.0000MPa           |
19875               |오후 2:45:19          |0 N                 |0.0000MPa           |
19876               |오후 2:45:20          |0 N                 |0.0000MPa           |
19877               |오후 2:45:20          |0 N                 |0.0000MPa           |
19878               |오후 2:45:20          |0 N                 |0.0000MPa           |
19879               |오후 2:45:20          |0 N                 |0.0000MPa           |
19880               |오후 2:45:20          |0 N                 |0.0000MPa           |
19881               |오후 2:45:20          |0 N                 |0.0000MPa           |
19882               |오후 2:45:21          |0 N                 |0.0000MPa           |
19883               |오후 2:45:21          |0 N                 |0.0000MPa           |
19884               |오후 2:45:21          |0 N                 |0.0000MPa           |
19885               |오후 2:45:21          |0 N                 |0.0000MPa           |
19886               |오후 2:45:21          |0 N                 |0.0000MPa           |
19887               |오후 2:45:22          |0 N                 |0.0000MPa           |
19888               |오후 2:45:22          |0 N                 |0.0000MPa           |
19889               |오후 2:45:22          |0 N                 |0.0000MPa           |
19890               |오후 2:45:22          |0 N                 |0.0000MPa           |
19891               |오후 2:45:22          |0 N                 |0.0000MPa           |
19892               |오후 2:45:23          |0 N                 |0.0000MPa           |
19893               |오후 2:45:23          |0 N                 |0.0000MPa           |
19894               |오후 2:45:23          |0 N                 |0.0000MPa           |
19895               |오후 2:45:23          |0 N                 |0.0000MPa           |
19896               |오후 2:45:23          |0 N                 |0.0000MPa           |
19897               |오후 2:45:23          |0 N                 |0.0000MPa           |
19898               |오후 2:45:24          |0 N                 |0.0000MPa           |
19899               |오후 2:45:24          |0 N                 |0.0000MPa           |
19900               |오후 2:45:24          |0 N                 |0.0000MPa           |
19901               |오후 2:45:24          |0 N                 |0.0000MPa           |
19902               |오후 2:45:25          |0 N                 |0.0000MPa           |
19903               |오후 2:45:25          |0 N                 |0.0000MPa           |
19904               |오후 2:45:25          |0 N                 |0.0000MPa           |
19905               |오후 2:45:25          |0 N                 |0.0000MPa           |
19906               |오후 2:45:25          |0 N                 |0.0000MPa           |
19907               |오후 2:45:25          |0 N                 |0.0000MPa           |
19908               |오후 2:45:26          |0 N                 |0.0000MPa           |
19909               |오후 2:45:26          |0 N                 |0.0000MPa           |
19910               |오후 2:45:26          |0 N                 |0.0000MPa           |
19911               |오후 2:45:26          |0 N                 |0.0000MPa           |
19912               |오후 2:45:26          |0 N                 |0.0000MPa           |
19913               |오후 2:45:27          |0 N                 |0.0000MPa           |
19914               |오후 2:45:27          |0 N                 |0.0000MPa           |
19915               |오후 2:45:27          |0 N                 |0.0000MPa           |
19916               |오후 2:45:27          |0 N                 |0.0000MPa           |
19917               |오후 2:45:27          |0 N                 |0.0000MPa           |
19918               |오후 2:45:27          |0 N                 |0.0000MPa           |
19919               |오후 2:45:28          |0 N                 |0.0000MPa           |
19920               |오후 2:45:28          |0 N                 |0.0000MPa           |
19921               |오후 2:45:28          |0 N                 |0.0000MPa           |
19922               |오후 2:45:28          |0 N                 |0.0000MPa           |
19923               |오후 2:45:28          |0 N                 |0.0000MPa           |
19924               |오후 2:45:29          |0 N                 |0.0000MPa           |
19925               |오후 2:45:29          |0 N                 |0.0000MPa           |
19926               |오후 2:45:29          |0 N                 |0.0000MPa           |
19927               |오후 2:45:29          |0 N                 |0.0000MPa           |
19928               |오후 2:45:29          |0 N                 |0.0000MPa           |
19929               |오후 2:45:30          |0 N                 |0.0000MPa           |
19930               |오후 2:45:30          |0 N                 |0.0000MPa           |
19931               |오후 2:45:30          |0 N                 |0.0000MPa           |
19932               |오후 2:45:30          |0 N                 |0.0000MPa           |
19933               |오후 2:45:30          |0 N                 |0.0000MPa           |
19934               |오후 2:45:30          |0 N                 |0.0000MPa           |
19935               |오후 2:45:31          |0 N                 |0.0000MPa           |
19936               |오후 2:45:31          |0 N                 |0.0000MPa           |
19937               |오후 2:45:31          |0 N                 |0.0000MPa           |
19938               |오후 2:45:31          |0 N                 |0.0000MPa           |
19939               |오후 2:45:31          |0 N                 |0.0000MPa           |
19940               |오후 2:45:32          |0 N                 |0.0000MPa           |
19941               |오후 2:45:32          |0 N                 |0.0000MPa           |
19942               |오후 2:45:32          |0 N                 |0.0000MPa           |
19943               |오후 2:45:32          |0 N                 |0.0000MPa           |
19944               |오후 2:45:32          |0 N                 |0.0000MPa           |
19945               |오후 2:45:33          |0 N                 |0.0000MPa           |
19946               |오후 2:45:33          |0 N                 |0.0000MPa           |
19947               |오후 2:45:33          |46 N                |46.0000MPa          |
19948               |오후 2:45:33          |196 N               |196.0000MPa         |
19949               |오후 2:45:33          |309 N               |309.0000MPa         |
19950               |오후 2:45:33          |398 N               |398.0000MPa         |
19951               |오후 2:45:34          |454 N               |454.0000MPa         |
19952               |오후 2:45:34          |500 N               |500.0000MPa         |
19953               |오후 2:45:34          |500 N               |500.0000MPa         |
19954               |오후 2:45:34          |499 N               |499.0000MPa         |
19955               |오후 2:45:34          |498 N               |498.0000MPa         |
19956               |오후 2:45:35          |467 N               |467.0000MPa         |
19957               |오후 2:45:35          |422 N               |422.0000MPa         |
19958               |오후 2:45:35          |384 N               |384.0000MPa         |
19959               |오후 2:45:35          |120 N               |120.0000MPa         |
19960               |오후 2:45:35          |0 N                 |0.0000MPa           |
19961               |오후 2:45:36          |0 N                 |0.0000MPa           |
19962               |오후 2:45:36          |0 N                 |0.0000MPa           |
19963               |오후 2:45:36          |0 N                 |0.0000MPa           |
19964               |오후 2:45:36          |0 N                 |0.0000MPa           |
19965               |오후 2:45:36          |0 N                 |0.0000MPa           |
19966               |오후 2:45:37          |0 N                 |0.0000MPa           |
19967               |오후 2:45:37          |0 N                 |0.0000MPa           |
19968               |오후 2:45:37          |0 N                 |0.0000MPa           |
19969               |오후 2:45:37          |0 N                 |0.0000MPa           |
19970               |오후 2:45:37          |0 N                 |0.0000MPa           |
19971               |오후 2:45:37          |0 N                 |0.0000MPa           |
19972               |오후 2:45:38          |0 N                 |0.0000MPa           |
19973               |오후 2:45:38          |0 N                 |0.0000MPa           |
19974               |오후 2:45:38          |0 N                 |0.0000MPa           |
19975               |오후 2:45:38          |0 N                 |0.0000MPa           |
19976               |오후 2:45:38          |0 N                 |0.0000MPa           |
19977               |오후 2:45:39          |0 N                 |0.0000MPa           |
19978               |오후 2:45:39          |0 N                 |0.0000MPa           |
19979               |오후 2:45:39          |0 N                 |0.0000MPa           |
19980               |오후 2:45:39          |0 N                 |0.0000MPa           |
19981               |오후 2:45:39          |0 N                 |0.0000MPa           |
19982               |오후 2:45:40          |0 N                 |0.0000MPa           |
19983               |오후 2:45:40          |0 N                 |0.0000MPa           |
19984               |오후 2:45:40          |0 N                 |0.0000MPa           |
19985               |오후 2:45:40          |0 N                 |0.0000MPa           |
19986               |오후 2:45:40          |0 N                 |0.0000MPa           |
19987               |오후 2:45:40          |0 N                 |0.0000MPa           |
19988               |오후 2:45:41          |0 N                 |0.0000MPa           |
19989               |오후 2:45:41          |0 N                 |0.0000MPa           |
19990               |오후 2:45:41          |0 N                 |0.0000MPa           |
19991               |오후 2:45:41          |0 N                 |0.0000MPa           |
19992               |오후 2:45:41          |0 N                 |0.0000MPa           |
19993               |오후 2:45:42          |0 N                 |0.0000MPa           |
19994               |오후 2:45:42          |0 N                 |0.0000MPa           |
19995               |오후 2:45:42          |0 N                 |0.0000MPa           |
19996               |오후 2:45:42          |0 N                 |0.0000MPa           |
19997               |오후 2:45:42          |0 N                 |0.0000MPa           |
19998               |오후 2:45:43          |0 N                 |0.0000MPa           |
19999               |오후 2:45:43          |0 N                 |0.0000MPa           |
20000               |오후 2:45:43          |84 N                |84.0000MPa          |
20001               |오후 2:45:43          |230 N               |230.0000MPa         |
20002               |오후 2:45:43          |335 N               |335.0000MPa         |
20003               |오후 2:45:43          |415 N               |415.0000MPa         |
20004               |오후 2:45:44          |471 N               |471.0000MPa         |
20005               |오후 2:45:44          |502 N               |502.0000MPa         |
20006               |오후 2:45:44          |502 N               |502.0000MPa         |
20007               |오후 2:45:44          |502 N               |502.0000MPa         |
20008               |오후 2:45:44          |501 N               |501.0000MPa         |
20009               |오후 2:45:45          |501 N               |501.0000MPa         |
20010               |오후 2:45:45          |485 N               |485.0000MPa         |
20011               |오후 2:45:45          |436 N               |436.0000MPa         |
20012               |오후 2:45:45          |413 N               |413.0000MPa         |
20013               |오후 2:45:45          |142 N               |142.0000MPa         |
20014               |오후 2:45:46          |2 N                 |2.0000MPa           |
20015               |오후 2:45:46          |0 N                 |0.0000MPa           |
20016               |오후 2:45:46          |0 N                 |0.0000MPa           |
20017               |오후 2:45:46          |0 N                 |0.0000MPa           |
20018               |오후 2:45:46          |0 N                 |0.0000MPa           |
20019               |오후 2:45:46          |0 N                 |0.0000MPa           |
20020               |오후 2:45:47          |0 N                 |0.0000MPa           |
20021               |오후 2:45:47          |0 N                 |0.0000MPa           |
20022               |오후 2:45:47          |0 N                 |0.0000MPa           |
20023               |오후 2:45:47          |0 N                 |0.0000MPa           |
20024               |오후 2:45:47          |0 N                 |0.0000MPa           |
20025               |오후 2:45:48          |0 N                 |0.0000MPa           |
20026               |오후 2:45:48          |0 N                 |0.0000MPa           |
20027               |오후 2:45:48          |0 N                 |0.0000MPa           |
20028               |오후 2:45:48          |0 N                 |0.0000MPa           |
20029               |오후 2:45:48          |0 N                 |0.0000MPa           |
20030               |오후 2:45:49          |0 N                 |0.0000MPa           |
20031               |오후 2:45:49          |0 N                 |0.0000MPa           |
20032               |오후 2:45:49          |0 N                 |0.0000MPa           |
20033               |오후 2:45:49          |0 N                 |0.0000MPa           |
20034               |오후 2:45:49          |0 N                 |0.0000MPa           |
20035               |오후 2:45:50          |0 N                 |0.0000MPa           |
20036               |오후 2:45:50          |0 N                 |0.0000MPa           |
20037               |오후 2:45:50          |0 N                 |0.0000MPa           |
20038               |오후 2:45:50          |0 N                 |0.0000MPa           |
20039               |오후 2:45:50          |0 N                 |0.0000MPa           |
20040               |오후 2:45:50          |0 N                 |0.0000MPa           |
20041               |오후 2:45:51          |0 N                 |0.0000MPa           |
20042               |오후 2:45:51          |0 N                 |0.0000MPa           |
20043               |오후 2:45:51          |0 N                 |0.0000MPa           |
20044               |오후 2:45:51          |0 N                 |0.0000MPa           |
20045               |오후 2:45:51          |0 N                 |0.0000MPa           |
20046               |오후 2:45:52          |0 N                 |0.0000MPa           |
20047               |오후 2:45:52          |0 N                 |0.0000MPa           |
20048               |오후 2:45:52          |0 N                 |0.0000MPa           |
20049               |오후 2:45:52          |0 N                 |0.0000MPa           |
20050               |오후 2:45:52          |0 N                 |0.0000MPa           |
20051               |오후 2:45:53          |0 N                 |0.0000MPa           |
20052               |오후 2:45:53          |0 N                 |0.0000MPa           |
20053               |오후 2:45:53          |84 N                |84.0000MPa          |
20054               |오후 2:45:53          |231 N               |231.0000MPa         |
20055               |오후 2:45:53          |337 N               |337.0000MPa         |
20056               |오후 2:45:53          |419 N               |419.0000MPa         |
20057               |오후 2:45:54          |471 N               |471.0000MPa         |
20058               |오후 2:45:54          |511 N               |511.0000MPa         |
20059               |오후 2:45:54          |511 N               |511.0000MPa         |
20060               |오후 2:45:54          |510 N               |510.0000MPa         |
20061               |오후 2:45:54          |510 N               |510.0000MPa         |
20062               |오후 2:45:55          |425 N               |425.0000MPa         |
20063               |오후 2:45:55          |421 N               |421.0000MPa         |
20064               |오후 2:45:55          |260 N               |260.0000MPa         |
20065               |오후 2:45:55          |35 N                |35.0000MPa          |
20066               |오후 2:45:55          |0 N                 |0.0000MPa           |
20067               |오후 2:45:56          |0 N                 |0.0000MPa           |
20068               |오후 2:45:56          |0 N                 |0.0000MPa           |
20069               |오후 2:45:56          |0 N                 |0.0000MPa           |
20070               |오후 2:45:56          |0 N                 |0.0000MPa           |
20071               |오후 2:45:56          |0 N                 |0.0000MPa           |
20072               |오후 2:45:56          |0 N                 |0.0000MPa           |
20073               |오후 2:45:57          |0 N                 |0.0000MPa           |
20074               |오후 2:45:57          |0 N                 |0.0000MPa           |
20075               |오후 2:45:57          |0 N                 |0.0000MPa           |
20076               |오후 2:45:57          |0 N                 |0.0000MPa           |
20077               |오후 2:45:57          |0 N                 |0.0000MPa           |
20078               |오후 2:45:58          |0 N                 |0.0000MPa           |
20079               |오후 2:45:58          |0 N                 |0.0000MPa           |
20080               |오후 2:45:58          |0 N                 |0.0000MPa           |
20081               |오후 2:45:58          |0 N                 |0.0000MPa           |
20082               |오후 2:45:58          |0 N                 |0.0000MPa           |
20083               |오후 2:45:59          |0 N                 |0.0000MPa           |
20084               |오후 2:45:59          |0 N                 |0.0000MPa           |
20085               |오후 2:45:59          |0 N                 |0.0000MPa           |
20086               |오후 2:45:59          |0 N                 |0.0000MPa           |
20087               |오후 2:45:59          |0 N                 |0.0000MPa           |
20088               |오후 2:45:59          |0 N                 |0.0000MPa           |
20089               |오후 2:46:00          |0 N                 |0.0000MPa           |
20090               |오후 2:46:00          |0 N                 |0.0000MPa           |
20091               |오후 2:46:00          |0 N                 |0.0000MPa           |
20092               |오후 2:46:00          |0 N                 |0.0000MPa           |
20093               |오후 2:46:00          |0 N                 |0.0000MPa           |
20094               |오후 2:46:01          |0 N                 |0.0000MPa           |
20095               |오후 2:46:01          |0 N                 |0.0000MPa           |
20096               |오후 2:46:01          |0 N                 |0.0000MPa           |
20097               |오후 2:46:01          |0 N                 |0.0000MPa           |
20098               |오후 2:46:01          |0 N                 |0.0000MPa           |
20099               |오후 2:46:02          |0 N                 |0.0000MPa           |
20100               |오후 2:46:02          |0 N                 |0.0000MPa           |
20101               |오후 2:46:02          |0 N                 |0.0000MPa           |
20102               |오후 2:46:02          |0 N                 |0.0000MPa           |
20103               |오후 2:46:02          |0 N                 |0.0000MPa           |
20104               |오후 2:46:02          |0 N                 |0.0000MPa           |
20105               |오후 2:46:03          |0 N                 |0.0000MPa           |
20106               |오후 2:46:03          |66 N                |66.0000MPa          |
20107               |오후 2:46:03          |215 N               |215.0000MPa         |
20108               |오후 2:46:03          |324 N               |324.0000MPa         |
20109               |오후 2:46:03          |412 N               |412.0000MPa         |
20110               |오후 2:46:04          |464 N               |464.0000MPa         |
20111               |오후 2:46:04          |510 N               |510.0000MPa         |
20112               |오후 2:46:04          |509 N               |509.0000MPa         |
20113               |오후 2:46:04          |509 N               |509.0000MPa         |
20114               |오후 2:46:04          |509 N               |509.0000MPa         |
20115               |오후 2:46:05          |508 N               |508.0000MPa         |
20116               |오후 2:46:05          |433 N               |433.0000MPa         |
20117               |오후 2:46:05          |425 N               |425.0000MPa         |
20118               |오후 2:46:05          |298 N               |298.0000MPa         |
20119               |오후 2:46:05          |52 N                |52.0000MPa          |
20120               |오후 2:46:05          |0 N                 |0.0000MPa           |
20121               |오후 2:46:06          |0 N                 |0.0000MPa           |
20122               |오후 2:46:06          |0 N                 |0.0000MPa           |
20123               |오후 2:46:06          |0 N                 |0.0000MPa           |
20124               |오후 2:46:06          |0 N                 |0.0000MPa           |
20125               |오후 2:46:06          |0 N                 |0.0000MPa           |
20126               |오후 2:46:07          |0 N                 |0.0000MPa           |
20127               |오후 2:46:07          |0 N                 |0.0000MPa           |
20128               |오후 2:46:07          |0 N                 |0.0000MPa           |
20129               |오후 2:46:07          |0 N                 |0.0000MPa           |
20130               |오후 2:46:07          |0 N                 |0.0000MPa           |
20131               |오후 2:46:08          |0 N                 |0.0000MPa           |
20132               |오후 2:46:08          |0 N                 |0.0000MPa           |
20133               |오후 2:46:08          |0 N                 |0.0000MPa           |
20134               |오후 2:46:08          |0 N                 |0.0000MPa           |
20135               |오후 2:46:08          |0 N                 |0.0000MPa           |
20136               |오후 2:46:08          |0 N                 |0.0000MPa           |
20137               |오후 2:46:09          |0 N                 |0.0000MPa           |
20138               |오후 2:46:09          |0 N                 |0.0000MPa           |
20139               |오후 2:46:09          |0 N                 |0.0000MPa           |
20140               |오후 2:46:09          |0 N                 |0.0000MPa           |
20141               |오후 2:46:09          |0 N                 |0.0000MPa           |
20142               |오후 2:46:10          |0 N                 |0.0000MPa           |
20143               |오후 2:46:10          |0 N                 |0.0000MPa           |
20144               |오후 2:46:10          |0 N                 |0.0000MPa           |
20145               |오후 2:46:10          |0 N                 |0.0000MPa           |
20146               |오후 2:46:10          |0 N                 |0.0000MPa           |
20147               |오후 2:46:11          |0 N                 |0.0000MPa           |
20148               |오후 2:46:11          |0 N                 |0.0000MPa           |
20149               |오후 2:46:11          |0 N                 |0.0000MPa           |
20150               |오후 2:46:11          |0 N                 |0.0000MPa           |
20151               |오후 2:46:11          |0 N                 |0.0000MPa           |
20152               |오후 2:46:12          |0 N                 |0.0000MPa           |
20153               |오후 2:46:12          |0 N                 |0.0000MPa           |
20154               |오후 2:46:12          |0 N                 |0.0000MPa           |
20155               |오후 2:46:12          |0 N                 |0.0000MPa           |
20156               |오후 2:46:12          |0 N                 |0.0000MPa           |
20157               |오후 2:46:12          |0 N                 |0.0000MPa           |
20158               |오후 2:46:13          |0 N                 |0.0000MPa           |
20159               |오후 2:46:13          |0 N                 |0.0000MPa           |
20160               |오후 2:46:13          |112 N               |112.0000MPa         |
20161               |오후 2:46:13          |251 N               |251.0000MPa         |
20162               |오후 2:46:13          |355 N               |355.0000MPa         |
20163               |오후 2:46:14          |431 N               |431.0000MPa         |
20164               |오후 2:46:14          |490 N               |490.0000MPa         |
20165               |오후 2:46:14          |511 N               |511.0000MPa         |
20166               |오후 2:46:14          |511 N               |511.0000MPa         |
20167               |오후 2:46:14          |510 N               |510.0000MPa         |
20168               |오후 2:46:15          |510 N               |510.0000MPa         |
20169               |오후 2:46:15          |510 N               |510.0000MPa         |
20170               |오후 2:46:15          |509 N               |509.0000MPa         |
20171               |오후 2:46:15          |509 N               |509.0000MPa         |
20172               |오후 2:46:15          |316 N               |316.0000MPa         |
20173               |오후 2:46:16          |49 N                |49.0000MPa          |
20174               |오후 2:46:16          |0 N                 |0.0000MPa           |
20175               |오후 2:46:16          |0 N                 |0.0000MPa           |
20176               |오후 2:46:16          |0 N                 |0.0000MPa           |
20177               |오후 2:46:16          |0 N                 |0.0000MPa           |
20178               |오후 2:46:16          |0 N                 |0.0000MPa           |
20179               |오후 2:46:17          |0 N                 |0.0000MPa           |
20180               |오후 2:46:17          |0 N                 |0.0000MPa           |
20181               |오후 2:46:17          |0 N                 |0.0000MPa           |
20182               |오후 2:46:17          |0 N                 |0.0000MPa           |
20183               |오후 2:46:17          |0 N                 |0.0000MPa           |
20184               |오후 2:46:18          |0 N                 |0.0000MPa           |
20185               |오후 2:46:18          |0 N                 |0.0000MPa           |
20186               |오후 2:46:18          |0 N                 |0.0000MPa           |
20187               |오후 2:46:18          |0 N                 |0.0000MPa           |
20188               |오후 2:46:18          |0 N                 |0.0000MPa           |
20189               |오후 2:46:18          |0 N                 |0.0000MPa           |
20190               |오후 2:46:19          |0 N                 |0.0000MPa           |
20191               |오후 2:46:19          |0 N                 |0.0000MPa           |
20192               |오후 2:46:19          |0 N                 |0.0000MPa           |
20193               |오후 2:46:19          |0 N                 |0.0000MPa           |
20194               |오후 2:46:19          |0 N                 |0.0000MPa           |
20195               |오후 2:46:20          |0 N                 |0.0000MPa           |
20196               |오후 2:46:20          |0 N                 |0.0000MPa           |
20197               |오후 2:46:20          |0 N                 |0.0000MPa           |
20198               |오후 2:46:20          |0 N                 |0.0000MPa           |
20199               |오후 2:46:20          |0 N                 |0.0000MPa           |
20200               |오후 2:46:21          |0 N                 |0.0000MPa           |
20201               |오후 2:46:21          |0 N                 |0.0000MPa           |
20202               |오후 2:46:21          |0 N                 |0.0000MPa           |
20203               |오후 2:46:21          |0 N                 |0.0000MPa           |
20204               |오후 2:46:21          |0 N                 |0.0000MPa           |
20205               |오후 2:46:21          |0 N                 |0.0000MPa           |
20206               |오후 2:46:22          |0 N                 |0.0000MPa           |
20207               |오후 2:46:22          |0 N                 |0.0000MPa           |
20208               |오후 2:46:22          |0 N                 |0.0000MPa           |
20209               |오후 2:46:22          |0 N                 |0.0000MPa           |
20210               |오후 2:46:22          |0 N                 |0.0000MPa           |
