NO.                 |Time                |Value               |Pressure            |
10047               |오후 2:01:21          |0 N                 |0.0000MPa           |
10048               |오후 2:01:21          |0 N                 |0.0000MPa           |
10049               |오후 2:01:22          |0 N                 |0.0000MPa           |
10050               |오후 2:01:22          |0 N                 |0.0000MPa           |
10051               |오후 2:01:22          |0 N                 |0.0000MPa           |
10052               |오후 2:01:22          |0 N                 |0.0000MPa           |
10053               |오후 2:01:22          |0 N                 |0.0000MPa           |
10054               |오후 2:01:23          |0 N                 |0.0000MPa           |
10055               |오후 2:01:23          |0 N                 |0.0000MPa           |
10056               |오후 2:01:23          |0 N                 |0.0000MPa           |
10057               |오후 2:01:23          |0 N                 |0.0000MPa           |
10058               |오후 2:01:23          |0 N                 |0.0000MPa           |
10059               |오후 2:01:23          |98 N                |98.0000MPa          |
10060               |오후 2:01:24          |291 N               |291.0000MPa         |
10061               |오후 2:01:24          |426 N               |426.0000MPa         |
10062               |오후 2:01:24          |495 N               |495.0000MPa         |
10063               |오후 2:01:24          |499 N               |499.0000MPa         |
10064               |오후 2:01:24          |498 N               |498.0000MPa         |
10065               |오후 2:01:25          |498 N               |498.0000MPa         |
10066               |오후 2:01:25          |497 N               |497.0000MPa         |
10067               |오후 2:01:25          |496 N               |496.0000MPa         |
10068               |오후 2:01:25          |495 N               |495.0000MPa         |
10069               |오후 2:01:25          |493 N               |493.0000MPa         |
10070               |오후 2:01:26          |229 N               |229.0000MPa         |
10071               |오후 2:01:26          |13 N                |13.0000MPa          |
10072               |오후 2:01:26          |0 N                 |0.0000MPa           |
10073               |오후 2:01:26          |0 N                 |0.0000MPa           |
10074               |오후 2:01:26          |0 N                 |0.0000MPa           |
10075               |오후 2:01:27          |0 N                 |0.0000MPa           |
10076               |오후 2:01:27          |0 N                 |0.0000MPa           |
10077               |오후 2:01:27          |0 N                 |0.0000MPa           |
10078               |오후 2:01:27          |0 N                 |0.0000MPa           |
10079               |오후 2:01:27          |0 N                 |0.0000MPa           |
10080               |오후 2:01:27          |0 N                 |0.0000MPa           |
10081               |오후 2:01:28          |0 N                 |0.0000MPa           |
10082               |오후 2:01:28          |0 N                 |0.0000MPa           |
10083               |오후 2:01:28          |0 N                 |0.0000MPa           |
10084               |오후 2:01:28          |0 N                 |0.0000MPa           |
10085               |오후 2:01:28          |0 N                 |0.0000MPa           |
10086               |오후 2:01:29          |0 N                 |0.0000MPa           |
10087               |오후 2:01:29          |0 N                 |0.0000MPa           |
10088               |오후 2:01:29          |0 N                 |0.0000MPa           |
10089               |오후 2:01:29          |0 N                 |0.0000MPa           |
10090               |오후 2:01:29          |0 N                 |0.0000MPa           |
10091               |오후 2:01:29          |0 N                 |0.0000MPa           |
10092               |오후 2:01:30          |0 N                 |0.0000MPa           |
10093               |오후 2:01:30          |0 N                 |0.0000MPa           |
10094               |오후 2:01:30          |0 N                 |0.0000MPa           |
10095               |오후 2:01:30          |0 N                 |0.0000MPa           |
10096               |오후 2:01:30          |0 N                 |0.0000MPa           |
10097               |오후 2:01:31          |0 N                 |0.0000MPa           |
10098               |오후 2:01:31          |0 N                 |0.0000MPa           |
10099               |오후 2:01:31          |0 N                 |0.0000MPa           |
10100               |오후 2:01:31          |0 N                 |0.0000MPa           |
10101               |오후 2:01:31          |0 N                 |0.0000MPa           |
10102               |오후 2:01:32          |0 N                 |0.0000MPa           |
10103               |오후 2:01:32          |0 N                 |0.0000MPa           |
10104               |오후 2:01:32          |0 N                 |0.0000MPa           |
10105               |오후 2:01:32          |0 N                 |0.0000MPa           |
10106               |오후 2:01:32          |0 N                 |0.0000MPa           |
10107               |오후 2:01:33          |0 N                 |0.0000MPa           |
10108               |오후 2:01:33          |0 N                 |0.0000MPa           |
10109               |오후 2:01:33          |0 N                 |0.0000MPa           |
10110               |오후 2:01:33          |0 N                 |0.0000MPa           |
10111               |오후 2:01:33          |0 N                 |0.0000MPa           |
10112               |오후 2:01:33          |0 N                 |0.0000MPa           |
10113               |오후 2:01:34          |0 N                 |0.0000MPa           |
10114               |오후 2:01:34          |0 N                 |0.0000MPa           |
10115               |오후 2:01:34          |0 N                 |0.0000MPa           |
10116               |오후 2:01:34          |0 N                 |0.0000MPa           |
10117               |오후 2:01:34          |0 N                 |0.0000MPa           |
10118               |오후 2:01:35          |0 N                 |0.0000MPa           |
10119               |오후 2:01:35          |0 N                 |0.0000MPa           |
10120               |오후 2:01:35          |0 N                 |0.0000MPa           |
10121               |오후 2:01:35          |0 N                 |0.0000MPa           |
10122               |오후 2:01:35          |0 N                 |0.0000MPa           |
10123               |오후 2:01:36          |0 N                 |0.0000MPa           |
10124               |오후 2:01:36          |0 N                 |0.0000MPa           |
10125               |오후 2:01:36          |0 N                 |0.0000MPa           |
10126               |오후 2:01:36          |0 N                 |0.0000MPa           |
10127               |오후 2:01:36          |0 N                 |0.0000MPa           |
10128               |오후 2:01:36          |0 N                 |0.0000MPa           |
10129               |오후 2:01:37          |0 N                 |0.0000MPa           |
10130               |오후 2:01:37          |0 N                 |0.0000MPa           |
10131               |오후 2:01:37          |0 N                 |0.0000MPa           |
10132               |오후 2:01:37          |0 N                 |0.0000MPa           |
10133               |오후 2:01:37          |0 N                 |0.0000MPa           |
10134               |오후 2:01:38          |0 N                 |0.0000MPa           |
10135               |오후 2:01:38          |0 N                 |0.0000MPa           |
10136               |오후 2:01:38          |0 N                 |0.0000MPa           |
10137               |오후 2:01:38          |0 N                 |0.0000MPa           |
10138               |오후 2:01:38          |0 N                 |0.0000MPa           |
10139               |오후 2:01:39          |0 N                 |0.0000MPa           |
10140               |오후 2:01:39          |0 N                 |0.0000MPa           |
10141               |오후 2:01:39          |0 N                 |0.0000MPa           |
10142               |오후 2:01:39          |0 N                 |0.0000MPa           |
10143               |오후 2:01:39          |0 N                 |0.0000MPa           |
10144               |오후 2:01:39          |0 N                 |0.0000MPa           |
10145               |오후 2:01:40          |0 N                 |0.0000MPa           |
10146               |오후 2:01:40          |0 N                 |0.0000MPa           |
10147               |오후 2:01:40          |0 N                 |0.0000MPa           |
10148               |오후 2:01:40          |0 N                 |0.0000MPa           |
10149               |오후 2:01:40          |0 N                 |0.0000MPa           |
10150               |오후 2:01:41          |0 N                 |0.0000MPa           |
10151               |오후 2:01:41          |0 N                 |0.0000MPa           |
10152               |오후 2:01:41          |0 N                 |0.0000MPa           |
10153               |오후 2:01:41          |0 N                 |0.0000MPa           |
10154               |오후 2:01:41          |0 N                 |0.0000MPa           |
10155               |오후 2:01:42          |0 N                 |0.0000MPa           |
10156               |오후 2:01:42          |0 N                 |0.0000MPa           |
10157               |오후 2:01:42          |0 N                 |0.0000MPa           |
10158               |오후 2:01:42          |0 N                 |0.0000MPa           |
10159               |오후 2:01:42          |0 N                 |0.0000MPa           |
10160               |오후 2:01:42          |12 N                |12.0000MPa          |
10161               |오후 2:01:43          |166 N               |166.0000MPa         |
10162               |오후 2:01:43          |336 N               |336.0000MPa         |
10163               |오후 2:01:43          |452 N               |452.0000MPa         |
10164               |오후 2:01:43          |495 N               |495.0000MPa         |
10165               |오후 2:01:43          |494 N               |494.0000MPa         |
10166               |오후 2:01:44          |494 N               |494.0000MPa         |
10167               |오후 2:01:44          |493 N               |493.0000MPa         |
10168               |오후 2:01:44          |493 N               |493.0000MPa         |
10169               |오후 2:01:44          |493 N               |493.0000MPa         |
10170               |오후 2:01:44          |490 N               |490.0000MPa         |
10171               |오후 2:01:45          |491 N               |491.0000MPa         |
10172               |오후 2:01:45          |326 N               |326.0000MPa         |
10173               |오후 2:01:45          |45 N                |45.0000MPa          |
10174               |오후 2:01:45          |0 N                 |0.0000MPa           |
10175               |오후 2:01:45          |0 N                 |0.0000MPa           |
10176               |오후 2:01:45          |0 N                 |0.0000MPa           |
10177               |오후 2:01:46          |0 N                 |0.0000MPa           |
10178               |오후 2:01:46          |0 N                 |0.0000MPa           |
10179               |오후 2:01:46          |0 N                 |0.0000MPa           |
10180               |오후 2:01:46          |0 N                 |0.0000MPa           |
10181               |오후 2:01:46          |0 N                 |0.0000MPa           |
10182               |오후 2:01:47          |0 N                 |0.0000MPa           |
10183               |오후 2:01:47          |0 N                 |0.0000MPa           |
10184               |오후 2:01:47          |0 N                 |0.0000MPa           |
10185               |오후 2:01:47          |0 N                 |0.0000MPa           |
10186               |오후 2:01:47          |0 N                 |0.0000MPa           |
10187               |오후 2:01:48          |0 N                 |0.0000MPa           |
10188               |오후 2:01:48          |0 N                 |0.0000MPa           |
10189               |오후 2:01:48          |0 N                 |0.0000MPa           |
10190               |오후 2:01:48          |0 N                 |0.0000MPa           |
10191               |오후 2:01:48          |0 N                 |0.0000MPa           |
10192               |오후 2:01:48          |0 N                 |0.0000MPa           |
10193               |오후 2:01:49          |0 N                 |0.0000MPa           |
10194               |오후 2:01:49          |0 N                 |0.0000MPa           |
10195               |오후 2:01:49          |0 N                 |0.0000MPa           |
10196               |오후 2:01:49          |0 N                 |0.0000MPa           |
10197               |오후 2:01:49          |0 N                 |0.0000MPa           |
10198               |오후 2:01:50          |0 N                 |0.0000MPa           |
10199               |오후 2:01:50          |0 N                 |0.0000MPa           |
10200               |오후 2:01:50          |0 N                 |0.0000MPa           |
10201               |오후 2:01:50          |0 N                 |0.0000MPa           |
10202               |오후 2:01:50          |0 N                 |0.0000MPa           |
10203               |오후 2:01:51          |0 N                 |0.0000MPa           |
10204               |오후 2:01:51          |0 N                 |0.0000MPa           |
10205               |오후 2:01:51          |0 N                 |0.0000MPa           |
10206               |오후 2:01:51          |0 N                 |0.0000MPa           |
10207               |오후 2:01:51          |0 N                 |0.0000MPa           |
10208               |오후 2:01:51          |0 N                 |0.0000MPa           |
10209               |오후 2:01:52          |0 N                 |0.0000MPa           |
10210               |오후 2:01:52          |0 N                 |0.0000MPa           |
10211               |오후 2:01:52          |0 N                 |0.0000MPa           |
10212               |오후 2:01:52          |0 N                 |0.0000MPa           |
10213               |오후 2:01:52          |0 N                 |0.0000MPa           |
10214               |오후 2:01:53          |0 N                 |0.0000MPa           |
10215               |오후 2:01:53          |0 N                 |0.0000MPa           |
10216               |오후 2:01:53          |0 N                 |0.0000MPa           |
10217               |오후 2:01:53          |92 N                |92.0000MPa          |
10218               |오후 2:01:53          |282 N               |282.0000MPa         |
10219               |오후 2:01:54          |420 N               |420.0000MPa         |
10220               |오후 2:01:54          |492 N               |492.0000MPa         |
10221               |오후 2:01:54          |499 N               |499.0000MPa         |
10222               |오후 2:01:54          |498 N               |498.0000MPa         |
10223               |오후 2:01:54          |498 N               |498.0000MPa         |
10224               |오후 2:01:54          |498 N               |498.0000MPa         |
10225               |오후 2:01:55          |496 N               |496.0000MPa         |
10226               |오후 2:01:55          |495 N               |495.0000MPa         |
10227               |오후 2:01:55          |472 N               |472.0000MPa         |
10228               |오후 2:01:55          |159 N               |159.0000MPa         |
10229               |오후 2:01:55          |2 N                 |2.0000MPa           |
10230               |오후 2:01:56          |0 N                 |0.0000MPa           |
10231               |오후 2:01:56          |0 N                 |0.0000MPa           |
10232               |오후 2:01:56          |0 N                 |0.0000MPa           |
10233               |오후 2:01:56          |0 N                 |0.0000MPa           |
10234               |오후 2:01:56          |0 N                 |0.0000MPa           |
10235               |오후 2:01:57          |0 N                 |0.0000MPa           |
10236               |오후 2:01:57          |0 N                 |0.0000MPa           |
10237               |오후 2:01:57          |0 N                 |0.0000MPa           |
10238               |오후 2:01:57          |0 N                 |0.0000MPa           |
10239               |오후 2:01:57          |0 N                 |0.0000MPa           |
10240               |오후 2:01:58          |0 N                 |0.0000MPa           |
10241               |오후 2:01:58          |0 N                 |0.0000MPa           |
10242               |오후 2:01:58          |0 N                 |0.0000MPa           |
10243               |오후 2:01:58          |0 N                 |0.0000MPa           |
10244               |오후 2:01:58          |0 N                 |0.0000MPa           |
10245               |오후 2:01:58          |0 N                 |0.0000MPa           |
10246               |오후 2:01:59          |0 N                 |0.0000MPa           |
10247               |오후 2:01:59          |0 N                 |0.0000MPa           |
10248               |오후 2:01:59          |0 N                 |0.0000MPa           |
10249               |오후 2:01:59          |0 N                 |0.0000MPa           |
10250               |오후 2:01:59          |0 N                 |0.0000MPa           |
10251               |오후 2:02:00          |0 N                 |0.0000MPa           |
10252               |오후 2:02:00          |0 N                 |0.0000MPa           |
10253               |오후 2:02:00          |0 N                 |0.0000MPa           |
10254               |오후 2:02:00          |0 N                 |0.0000MPa           |
10255               |오후 2:02:00          |0 N                 |0.0000MPa           |
10256               |오후 2:02:01          |0 N                 |0.0000MPa           |
10257               |오후 2:02:01          |0 N                 |0.0000MPa           |
10258               |오후 2:02:01          |0 N                 |0.0000MPa           |
10259               |오후 2:02:01          |0 N                 |0.0000MPa           |
10260               |오후 2:02:01          |0 N                 |0.0000MPa           |
10261               |오후 2:02:01          |0 N                 |0.0000MPa           |
10262               |오후 2:02:02          |0 N                 |0.0000MPa           |
10263               |오후 2:02:02          |0 N                 |0.0000MPa           |
10264               |오후 2:02:02          |0 N                 |0.0000MPa           |
10265               |오후 2:02:02          |0 N                 |0.0000MPa           |
10266               |오후 2:02:02          |0 N                 |0.0000MPa           |
10267               |오후 2:02:03          |0 N                 |0.0000MPa           |
10268               |오후 2:02:03          |0 N                 |0.0000MPa           |
10269               |오후 2:02:03          |0 N                 |0.0000MPa           |
10270               |오후 2:02:03          |0 N                 |0.0000MPa           |
10271               |오후 2:02:03          |0 N                 |0.0000MPa           |
10272               |오후 2:02:04          |0 N                 |0.0000MPa           |
10273               |오후 2:02:04          |9 N                 |9.0000MPa           |
10274               |오후 2:02:04          |160 N               |160.0000MPa         |
10275               |오후 2:02:04          |337 N               |337.0000MPa         |
10276               |오후 2:02:04          |456 N               |456.0000MPa         |
10277               |오후 2:02:04          |506 N               |506.0000MPa         |
10278               |오후 2:02:05          |558 N               |558.0000MPa         |
10279               |오후 2:02:05          |594 N               |594.0000MPa         |
10280               |오후 2:02:05          |594 N               |594.0000MPa         |
10281               |오후 2:02:05          |594 N               |594.0000MPa         |
10282               |오후 2:02:05          |593 N               |593.0000MPa         |
10283               |오후 2:02:06          |592 N               |592.0000MPa         |
10284               |오후 2:02:06          |592 N               |592.0000MPa         |
10285               |오후 2:02:06          |506 N               |506.0000MPa         |
10286               |오후 2:02:06          |486 N               |486.0000MPa         |
10287               |오후 2:02:06          |402 N               |402.0000MPa         |
10288               |오후 2:02:07          |93 N                |93.0000MPa          |
10289               |오후 2:02:07          |0 N                 |0.0000MPa           |
10290               |오후 2:02:07          |0 N                 |0.0000MPa           |
10291               |오후 2:02:07          |0 N                 |0.0000MPa           |
10292               |오후 2:02:07          |0 N                 |0.0000MPa           |
10293               |오후 2:02:08          |0 N                 |0.0000MPa           |
10294               |오후 2:02:08          |0 N                 |0.0000MPa           |
10295               |오후 2:02:08          |0 N                 |0.0000MPa           |
10296               |오후 2:02:08          |0 N                 |0.0000MPa           |
10297               |오후 2:02:08          |0 N                 |0.0000MPa           |
10298               |오후 2:02:08          |0 N                 |0.0000MPa           |
10299               |오후 2:02:09          |0 N                 |0.0000MPa           |
10300               |오후 2:02:09          |0 N                 |0.0000MPa           |
10301               |오후 2:02:09          |0 N                 |0.0000MPa           |
10302               |오후 2:02:09          |0 N                 |0.0000MPa           |
10303               |오후 2:02:09          |0 N                 |0.0000MPa           |
10304               |오후 2:02:10          |0 N                 |0.0000MPa           |
10305               |오후 2:02:10          |0 N                 |0.0000MPa           |
10306               |오후 2:02:10          |0 N                 |0.0000MPa           |
10307               |오후 2:02:10          |0 N                 |0.0000MPa           |
10308               |오후 2:02:10          |0 N                 |0.0000MPa           |
10309               |오후 2:02:10          |0 N                 |0.0000MPa           |
10310               |오후 2:02:11          |0 N                 |0.0000MPa           |
10311               |오후 2:02:11          |0 N                 |0.0000MPa           |
10312               |오후 2:02:11          |0 N                 |0.0000MPa           |
10313               |오후 2:02:11          |0 N                 |0.0000MPa           |
10314               |오후 2:02:11          |0 N                 |0.0000MPa           |
10315               |오후 2:02:12          |0 N                 |0.0000MPa           |
10316               |오후 2:02:12          |0 N                 |0.0000MPa           |
10317               |오후 2:02:12          |0 N                 |0.0000MPa           |
10318               |오후 2:02:12          |0 N                 |0.0000MPa           |
10319               |오후 2:02:12          |0 N                 |0.0000MPa           |
10320               |오후 2:02:13          |0 N                 |0.0000MPa           |
10321               |오후 2:02:13          |0 N                 |0.0000MPa           |
10322               |오후 2:02:13          |0 N                 |0.0000MPa           |
10323               |오후 2:02:13          |0 N                 |0.0000MPa           |
10324               |오후 2:02:13          |0 N                 |0.0000MPa           |
10325               |오후 2:02:14          |0 N                 |0.0000MPa           |
10326               |오후 2:02:14          |0 N                 |0.0000MPa           |
10327               |오후 2:02:14          |0 N                 |0.0000MPa           |
10328               |오후 2:02:14          |0 N                 |0.0000MPa           |
10329               |오후 2:02:14          |20 N                |20.0000MPa          |
10330               |오후 2:02:14          |193 N               |193.0000MPa         |
10331               |오후 2:02:15          |356 N               |356.0000MPa         |
10332               |오후 2:02:15          |464 N               |464.0000MPa         |
10333               |오후 2:02:15          |516 N               |516.0000MPa         |
10334               |오후 2:02:15          |577 N               |577.0000MPa         |
10335               |오후 2:02:15          |593 N               |593.0000MPa         |
10336               |오후 2:02:16          |592 N               |592.0000MPa         |
10337               |오후 2:02:16          |591 N               |591.0000MPa         |
10338               |오후 2:02:16          |591 N               |591.0000MPa         |
10339               |오후 2:02:16          |536 N               |536.0000MPa         |
10340               |오후 2:02:16          |487 N               |487.0000MPa         |
10341               |오후 2:02:16          |448 N               |448.0000MPa         |
10342               |오후 2:02:17          |144 N               |144.0000MPa         |
10343               |오후 2:02:17          |2 N                 |2.0000MPa           |
10344               |오후 2:02:17          |0 N                 |0.0000MPa           |
10345               |오후 2:02:17          |0 N                 |0.0000MPa           |
10346               |오후 2:02:17          |0 N                 |0.0000MPa           |
10347               |오후 2:02:18          |0 N                 |0.0000MPa           |
10348               |오후 2:02:18          |0 N                 |0.0000MPa           |
10349               |오후 2:02:18          |0 N                 |0.0000MPa           |
10350               |오후 2:02:18          |0 N                 |0.0000MPa           |
10351               |오후 2:02:18          |0 N                 |0.0000MPa           |
10352               |오후 2:02:19          |0 N                 |0.0000MPa           |
10353               |오후 2:02:19          |0 N                 |0.0000MPa           |
10354               |오후 2:02:19          |0 N                 |0.0000MPa           |
10355               |오후 2:02:19          |0 N                 |0.0000MPa           |
10356               |오후 2:02:19          |0 N                 |0.0000MPa           |
10357               |오후 2:02:20          |0 N                 |0.0000MPa           |
10358               |오후 2:02:20          |0 N                 |0.0000MPa           |
10359               |오후 2:02:20          |0 N                 |0.0000MPa           |
10360               |오후 2:02:20          |0 N                 |0.0000MPa           |
10361               |오후 2:02:20          |0 N                 |0.0000MPa           |
10362               |오후 2:02:20          |0 N                 |0.0000MPa           |
10363               |오후 2:02:21          |0 N                 |0.0000MPa           |
10364               |오후 2:02:21          |0 N                 |0.0000MPa           |
10365               |오후 2:02:21          |0 N                 |0.0000MPa           |
10366               |오후 2:02:21          |0 N                 |0.0000MPa           |
10367               |오후 2:02:21          |0 N                 |0.0000MPa           |
10368               |오후 2:02:22          |0 N                 |0.0000MPa           |
10369               |오후 2:02:22          |0 N                 |0.0000MPa           |
10370               |오후 2:02:22          |0 N                 |0.0000MPa           |
10371               |오후 2:02:22          |0 N                 |0.0000MPa           |
10372               |오후 2:02:22          |0 N                 |0.0000MPa           |
10373               |오후 2:02:23          |0 N                 |0.0000MPa           |
10374               |오후 2:02:23          |0 N                 |0.0000MPa           |
10375               |오후 2:02:23          |0 N                 |0.0000MPa           |
10376               |오후 2:02:23          |0 N                 |0.0000MPa           |
10377               |오후 2:02:23          |0 N                 |0.0000MPa           |
10378               |오후 2:02:23          |0 N                 |0.0000MPa           |
10379               |오후 2:02:24          |0 N                 |0.0000MPa           |
10380               |오후 2:02:24          |0 N                 |0.0000MPa           |
10381               |오후 2:02:24          |0 N                 |0.0000MPa           |
10382               |오후 2:02:24          |0 N                 |0.0000MPa           |
10383               |오후 2:02:24          |64 N                |64.0000MPa          |
10384               |오후 2:02:25          |254 N               |254.0000MPa         |
10385               |오후 2:02:25          |399 N               |399.0000MPa         |
10386               |오후 2:02:25          |484 N               |484.0000MPa         |
10387               |오후 2:02:25          |545 N               |545.0000MPa         |
10388               |오후 2:02:25          |594 N               |594.0000MPa         |
10389               |오후 2:02:26          |594 N               |594.0000MPa         |
10390               |오후 2:02:26          |593 N               |593.0000MPa         |
10391               |오후 2:02:26          |592 N               |592.0000MPa         |
10392               |오후 2:02:26          |592 N               |592.0000MPa         |
10393               |오후 2:02:26          |550 N               |550.0000MPa         |
10394               |오후 2:02:26          |490 N               |490.0000MPa         |
10395               |오후 2:02:27          |422 N               |422.0000MPa         |
10396               |오후 2:02:27          |114 N               |114.0000MPa         |
10397               |오후 2:02:27          |0 N                 |0.0000MPa           |
10398               |오후 2:02:27          |0 N                 |0.0000MPa           |
10399               |오후 2:02:27          |0 N                 |0.0000MPa           |
10400               |오후 2:02:28          |0 N                 |0.0000MPa           |
10401               |오후 2:02:28          |0 N                 |0.0000MPa           |
10402               |오후 2:02:28          |0 N                 |0.0000MPa           |
10403               |오후 2:02:28          |0 N                 |0.0000MPa           |
10404               |오후 2:02:28          |0 N                 |0.0000MPa           |
10405               |오후 2:02:29          |0 N                 |0.0000MPa           |
10406               |오후 2:02:29          |0 N                 |0.0000MPa           |
10407               |오후 2:02:29          |0 N                 |0.0000MPa           |
10408               |오후 2:02:29          |0 N                 |0.0000MPa           |
10409               |오후 2:02:29          |0 N                 |0.0000MPa           |
10410               |오후 2:02:30          |0 N                 |0.0000MPa           |
10411               |오후 2:02:30          |0 N                 |0.0000MPa           |
10412               |오후 2:02:30          |0 N                 |0.0000MPa           |
10413               |오후 2:02:30          |0 N                 |0.0000MPa           |
10414               |오후 2:02:30          |0 N                 |0.0000MPa           |
10415               |오후 2:02:30          |0 N                 |0.0000MPa           |
10416               |오후 2:02:31          |0 N                 |0.0000MPa           |
10417               |오후 2:02:31          |0 N                 |0.0000MPa           |
10418               |오후 2:02:31          |0 N                 |0.0000MPa           |
10419               |오후 2:02:31          |0 N                 |0.0000MPa           |
10420               |오후 2:02:31          |0 N                 |0.0000MPa           |
10421               |오후 2:02:32          |0 N                 |0.0000MPa           |
10422               |오후 2:02:32          |0 N                 |0.0000MPa           |
10423               |오후 2:02:32          |0 N                 |0.0000MPa           |
10424               |오후 2:02:32          |0 N                 |0.0000MPa           |
10425               |오후 2:02:32          |0 N                 |0.0000MPa           |
10426               |오후 2:02:33          |0 N                 |0.0000MPa           |
10427               |오후 2:02:33          |0 N                 |0.0000MPa           |
10428               |오후 2:02:33          |0 N                 |0.0000MPa           |
10429               |오후 2:02:33          |0 N                 |0.0000MPa           |
10430               |오후 2:02:33          |0 N                 |0.0000MPa           |
10431               |오후 2:02:33          |0 N                 |0.0000MPa           |
10432               |오후 2:02:34          |0 N                 |0.0000MPa           |
10433               |오후 2:02:34          |0 N                 |0.0000MPa           |
10434               |오후 2:02:34          |0 N                 |0.0000MPa           |
10435               |오후 2:02:34          |0 N                 |0.0000MPa           |
10436               |오후 2:02:34          |0 N                 |0.0000MPa           |
10437               |오후 2:02:35          |0 N                 |0.0000MPa           |
10438               |오후 2:02:35          |0 N                 |0.0000MPa           |
10439               |오후 2:02:35          |63 N                |63.0000MPa          |
10440               |오후 2:02:35          |252 N               |252.0000MPa         |
10441               |오후 2:02:35          |399 N               |399.0000MPa         |
10442               |오후 2:02:36          |483 N               |483.0000MPa         |
10443               |오후 2:02:36          |544 N               |544.0000MPa         |
10444               |오후 2:02:36          |594 N               |594.0000MPa         |
10445               |오후 2:02:36          |595 N               |595.0000MPa         |
10446               |오후 2:02:36          |594 N               |594.0000MPa         |
10447               |오후 2:02:37          |594 N               |594.0000MPa         |
10448               |오후 2:02:37          |540 N               |540.0000MPa         |
10449               |오후 2:02:37          |488 N               |488.0000MPa         |
10450               |오후 2:02:37          |411 N               |411.0000MPa         |
10451               |오후 2:02:37          |103 N               |103.0000MPa         |
10452               |오후 2:02:37          |0 N                 |0.0000MPa           |
10453               |오후 2:02:38          |0 N                 |0.0000MPa           |
10454               |오후 2:02:38          |0 N                 |0.0000MPa           |
10455               |오후 2:02:38          |0 N                 |0.0000MPa           |
10456               |오후 2:02:38          |0 N                 |0.0000MPa           |
10457               |오후 2:02:38          |0 N                 |0.0000MPa           |
10458               |오후 2:02:39          |0 N                 |0.0000MPa           |
10459               |오후 2:02:39          |0 N                 |0.0000MPa           |
10460               |오후 2:02:39          |0 N                 |0.0000MPa           |
10461               |오후 2:02:39          |0 N                 |0.0000MPa           |
10462               |오후 2:02:39          |0 N                 |0.0000MPa           |
10463               |오후 2:02:39          |0 N                 |0.0000MPa           |
10464               |오후 2:02:40          |0 N                 |0.0000MPa           |
10465               |오후 2:02:40          |0 N                 |0.0000MPa           |
10466               |오후 2:02:40          |0 N                 |0.0000MPa           |
10467               |오후 2:02:40          |0 N                 |0.0000MPa           |
10468               |오후 2:02:40          |0 N                 |0.0000MPa           |
10469               |오후 2:02:41          |0 N                 |0.0000MPa           |
10470               |오후 2:02:41          |0 N                 |0.0000MPa           |
10471               |오후 2:02:41          |0 N                 |0.0000MPa           |
10472               |오후 2:02:41          |0 N                 |0.0000MPa           |
