NO.                 |Time                |Value               |Pressure            |
13234               |오후 2:13:55          |0 N                 |0.0000MPa           |
13235               |오후 2:13:55          |0 N                 |0.0000MPa           |
13236               |오후 2:13:55          |0 N                 |0.0000MPa           |
13237               |오후 2:13:56          |0 N                 |0.0000MPa           |
13238               |오후 2:13:56          |0 N                 |0.0000MPa           |
13239               |오후 2:13:56          |0 N                 |0.0000MPa           |
13240               |오후 2:13:56          |0 N                 |0.0000MPa           |
13241               |오후 2:13:56          |0 N                 |0.0000MPa           |
13242               |오후 2:13:56          |0 N                 |0.0000MPa           |
13243               |오후 2:13:57          |0 N                 |0.0000MPa           |
13244               |오후 2:13:57          |0 N                 |0.0000MPa           |
13245               |오후 2:13:57          |0 N                 |0.0000MPa           |
13246               |오후 2:13:57          |0 N                 |0.0000MPa           |
13247               |오후 2:13:57          |0 N                 |0.0000MPa           |
13248               |오후 2:13:58          |71 N                |71.0000MPa          |
13249               |오후 2:13:58          |242 N               |242.0000MPa         |
13250               |오후 2:13:58          |379 N               |379.0000MPa         |
13251               |오후 2:13:58          |479 N               |479.0000MPa         |
13252               |오후 2:13:58          |518 N               |518.0000MPa         |
13253               |오후 2:13:59          |518 N               |518.0000MPa         |
13254               |오후 2:13:59          |516 N               |516.0000MPa         |
13255               |오후 2:13:59          |516 N               |516.0000MPa         |
13256               |오후 2:13:59          |516 N               |516.0000MPa         |
13257               |오후 2:13:59          |515 N               |515.0000MPa         |
13258               |오후 2:14:00          |515 N               |515.0000MPa         |
13259               |오후 2:14:00          |216 N               |216.0000MPa         |
13260               |오후 2:14:00          |5 N                 |5.0000MPa           |
13261               |오후 2:14:00          |0 N                 |0.0000MPa           |
13262               |오후 2:14:00          |0 N                 |0.0000MPa           |
13263               |오후 2:14:00          |0 N                 |0.0000MPa           |
13264               |오후 2:14:01          |0 N                 |0.0000MPa           |
13265               |오후 2:14:01          |0 N                 |0.0000MPa           |
13266               |오후 2:14:01          |0 N                 |0.0000MPa           |
13267               |오후 2:14:01          |0 N                 |0.0000MPa           |
13268               |오후 2:14:01          |0 N                 |0.0000MPa           |
13269               |오후 2:14:02          |0 N                 |0.0000MPa           |
13270               |오후 2:14:02          |0 N                 |0.0000MPa           |
13271               |오후 2:14:02          |0 N                 |0.0000MPa           |
13272               |오후 2:14:02          |0 N                 |0.0000MPa           |
13273               |오후 2:14:02          |0 N                 |0.0000MPa           |
13274               |오후 2:14:03          |0 N                 |0.0000MPa           |
13275               |오후 2:14:03          |0 N                 |0.0000MPa           |
13276               |오후 2:14:03          |0 N                 |0.0000MPa           |
13277               |오후 2:14:03          |0 N                 |0.0000MPa           |
13278               |오후 2:14:03          |0 N                 |0.0000MPa           |
13279               |오후 2:14:04          |0 N                 |0.0000MPa           |
13280               |오후 2:14:04          |0 N                 |0.0000MPa           |
13281               |오후 2:14:04          |0 N                 |0.0000MPa           |
13282               |오후 2:14:04          |0 N                 |0.0000MPa           |
13283               |오후 2:14:04          |0 N                 |0.0000MPa           |
13284               |오후 2:14:04          |0 N                 |0.0000MPa           |
13285               |오후 2:14:05          |0 N                 |0.0000MPa           |
13286               |오후 2:14:05          |0 N                 |0.0000MPa           |
13287               |오후 2:14:05          |0 N                 |0.0000MPa           |
13288               |오후 2:14:05          |0 N                 |0.0000MPa           |
13289               |오후 2:14:05          |0 N                 |0.0000MPa           |
13290               |오후 2:14:06          |0 N                 |0.0000MPa           |
13291               |오후 2:14:06          |0 N                 |0.0000MPa           |
13292               |오후 2:14:06          |0 N                 |0.0000MPa           |
13293               |오후 2:14:06          |0 N                 |0.0000MPa           |
13294               |오후 2:14:06          |0 N                 |0.0000MPa           |
13295               |오후 2:14:06          |0 N                 |0.0000MPa           |
13296               |오후 2:14:07          |0 N                 |0.0000MPa           |
13297               |오후 2:14:07          |0 N                 |0.0000MPa           |
13298               |오후 2:14:07          |0 N                 |0.0000MPa           |
13299               |오후 2:14:07          |0 N                 |0.0000MPa           |
13300               |오후 2:14:07          |0 N                 |0.0000MPa           |
13301               |오후 2:14:08          |0 N                 |0.0000MPa           |
13302               |오후 2:14:08          |9 N                 |9.0000MPa           |
13303               |오후 2:14:08          |158 N               |158.0000MPa         |
13304               |오후 2:14:08          |315 N               |315.0000MPa         |
13305               |오후 2:14:08          |434 N               |434.0000MPa         |
13306               |오후 2:14:09          |506 N               |506.0000MPa         |
13307               |오후 2:14:09          |514 N               |514.0000MPa         |
13308               |오후 2:14:09          |513 N               |513.0000MPa         |
13309               |오후 2:14:09          |513 N               |513.0000MPa         |
13310               |오후 2:14:09          |512 N               |512.0000MPa         |
13311               |오후 2:14:09          |512 N               |512.0000MPa         |
13312               |오후 2:14:10          |511 N               |511.0000MPa         |
13313               |오후 2:14:10          |486 N               |486.0000MPa         |
13314               |오후 2:14:10          |107 N               |107.0000MPa         |
13315               |오후 2:14:10          |0 N                 |0.0000MPa           |
13316               |오후 2:14:10          |0 N                 |0.0000MPa           |
13317               |오후 2:14:11          |0 N                 |0.0000MPa           |
13318               |오후 2:14:11          |0 N                 |0.0000MPa           |
13319               |오후 2:14:11          |0 N                 |0.0000MPa           |
13320               |오후 2:14:11          |0 N                 |0.0000MPa           |
13321               |오후 2:14:11          |0 N                 |0.0000MPa           |
13322               |오후 2:14:12          |0 N                 |0.0000MPa           |
13323               |오후 2:14:12          |0 N                 |0.0000MPa           |
13324               |오후 2:14:12          |0 N                 |0.0000MPa           |
13325               |오후 2:14:12          |0 N                 |0.0000MPa           |
13326               |오후 2:14:12          |0 N                 |0.0000MPa           |
13327               |오후 2:14:13          |0 N                 |0.0000MPa           |
13328               |오후 2:14:13          |0 N                 |0.0000MPa           |
13329               |오후 2:14:13          |0 N                 |0.0000MPa           |
13330               |오후 2:14:13          |0 N                 |0.0000MPa           |
13331               |오후 2:14:13          |0 N                 |0.0000MPa           |
13332               |오후 2:14:13          |0 N                 |0.0000MPa           |
13333               |오후 2:14:14          |0 N                 |0.0000MPa           |
13334               |오후 2:14:14          |0 N                 |0.0000MPa           |
13335               |오후 2:14:14          |0 N                 |0.0000MPa           |
13336               |오후 2:14:14          |0 N                 |0.0000MPa           |
13337               |오후 2:14:14          |0 N                 |0.0000MPa           |
13338               |오후 2:14:15          |0 N                 |0.0000MPa           |
13339               |오후 2:14:15          |0 N                 |0.0000MPa           |
13340               |오후 2:14:15          |0 N                 |0.0000MPa           |
13341               |오후 2:14:15          |0 N                 |0.0000MPa           |
13342               |오후 2:14:15          |0 N                 |0.0000MPa           |
13343               |오후 2:14:16          |0 N                 |0.0000MPa           |
13344               |오후 2:14:16          |0 N                 |0.0000MPa           |
13345               |오후 2:14:16          |0 N                 |0.0000MPa           |
13346               |오후 2:14:16          |0 N                 |0.0000MPa           |
13347               |오후 2:14:16          |0 N                 |0.0000MPa           |
13348               |오후 2:14:16          |0 N                 |0.0000MPa           |
13349               |오후 2:14:17          |0 N                 |0.0000MPa           |
13350               |오후 2:14:17          |0 N                 |0.0000MPa           |
13351               |오후 2:14:17          |0 N                 |0.0000MPa           |
13352               |오후 2:14:17          |0 N                 |0.0000MPa           |
13353               |오후 2:14:17          |0 N                 |0.0000MPa           |
13354               |오후 2:14:18          |0 N                 |0.0000MPa           |
13355               |오후 2:14:18          |0 N                 |0.0000MPa           |
13356               |오후 2:14:18          |0 N                 |0.0000MPa           |
13357               |오후 2:14:18          |64 N                |64.0000MPa          |
13358               |오후 2:14:18          |236 N               |236.0000MPa         |
13359               |오후 2:14:19          |377 N               |377.0000MPa         |
13360               |오후 2:14:19          |478 N               |478.0000MPa         |
13361               |오후 2:14:19          |516 N               |516.0000MPa         |
13362               |오후 2:14:19          |515 N               |515.0000MPa         |
13363               |오후 2:14:19          |515 N               |515.0000MPa         |
13364               |오후 2:14:19          |514 N               |514.0000MPa         |
13365               |오후 2:14:20          |514 N               |514.0000MPa         |
13366               |오후 2:14:20          |513 N               |513.0000MPa         |
13367               |오후 2:14:20          |513 N               |513.0000MPa         |
13368               |오후 2:14:20          |243 N               |243.0000MPa         |
13369               |오후 2:14:20          |8 N                 |8.0000MPa           |
13370               |오후 2:14:21          |0 N                 |0.0000MPa           |
13371               |오후 2:14:21          |0 N                 |0.0000MPa           |
13372               |오후 2:14:21          |0 N                 |0.0000MPa           |
13373               |오후 2:14:21          |0 N                 |0.0000MPa           |
13374               |오후 2:14:21          |0 N                 |0.0000MPa           |
13375               |오후 2:14:22          |0 N                 |0.0000MPa           |
13376               |오후 2:14:22          |0 N                 |0.0000MPa           |
13377               |오후 2:14:22          |0 N                 |0.0000MPa           |
13378               |오후 2:14:22          |0 N                 |0.0000MPa           |
13379               |오후 2:14:22          |0 N                 |0.0000MPa           |
13380               |오후 2:14:22          |0 N                 |0.0000MPa           |
13381               |오후 2:14:23          |0 N                 |0.0000MPa           |
13382               |오후 2:14:23          |0 N                 |0.0000MPa           |
13383               |오후 2:14:23          |0 N                 |0.0000MPa           |
13384               |오후 2:14:23          |0 N                 |0.0000MPa           |
13385               |오후 2:14:23          |0 N                 |0.0000MPa           |
13386               |오후 2:14:24          |0 N                 |0.0000MPa           |
13387               |오후 2:14:24          |0 N                 |0.0000MPa           |
13388               |오후 2:14:24          |0 N                 |0.0000MPa           |
13389               |오후 2:14:24          |0 N                 |0.0000MPa           |
13390               |오후 2:14:24          |0 N                 |0.0000MPa           |
13391               |오후 2:14:25          |0 N                 |0.0000MPa           |
13392               |오후 2:14:25          |0 N                 |0.0000MPa           |
13393               |오후 2:14:25          |0 N                 |0.0000MPa           |
13394               |오후 2:14:25          |0 N                 |0.0000MPa           |
13395               |오후 2:14:25          |0 N                 |0.0000MPa           |
13396               |오후 2:14:25          |0 N                 |0.0000MPa           |
13397               |오후 2:14:26          |0 N                 |0.0000MPa           |
13398               |오후 2:14:26          |0 N                 |0.0000MPa           |
13399               |오후 2:14:26          |0 N                 |0.0000MPa           |
13400               |오후 2:14:26          |0 N                 |0.0000MPa           |
13401               |오후 2:14:26          |0 N                 |0.0000MPa           |
13402               |오후 2:14:27          |0 N                 |0.0000MPa           |
13403               |오후 2:14:27          |0 N                 |0.0000MPa           |
13404               |오후 2:14:27          |0 N                 |0.0000MPa           |
13405               |오후 2:14:27          |0 N                 |0.0000MPa           |
13406               |오후 2:14:27          |0 N                 |0.0000MPa           |
13407               |오후 2:14:28          |0 N                 |0.0000MPa           |
13408               |오후 2:14:28          |0 N                 |0.0000MPa           |
13409               |오후 2:14:28          |0 N                 |0.0000MPa           |
13410               |오후 2:14:28          |0 N                 |0.0000MPa           |
13411               |오후 2:14:28          |9 N                 |9.0000MPa           |
13412               |오후 2:14:29          |160 N               |160.0000MPa         |
13413               |오후 2:14:29          |318 N               |318.0000MPa         |
13414               |오후 2:14:29          |437 N               |437.0000MPa         |
13415               |오후 2:14:29          |508 N               |508.0000MPa         |
13416               |오후 2:14:29          |513 N               |513.0000MPa         |
13417               |오후 2:14:29          |513 N               |513.0000MPa         |
13418               |오후 2:14:30          |512 N               |512.0000MPa         |
13419               |오후 2:14:30          |512 N               |512.0000MPa         |
13420               |오후 2:14:30          |511 N               |511.0000MPa         |
13421               |오후 2:14:30          |511 N               |511.0000MPa         |
13422               |오후 2:14:30          |496 N               |496.0000MPa         |
13423               |오후 2:14:31          |129 N               |129.0000MPa         |
13424               |오후 2:14:31          |0 N                 |0.0000MPa           |
13425               |오후 2:14:31          |0 N                 |0.0000MPa           |
13426               |오후 2:14:31          |0 N                 |0.0000MPa           |
13427               |오후 2:14:31          |0 N                 |0.0000MPa           |
13428               |오후 2:14:32          |0 N                 |0.0000MPa           |
13429               |오후 2:14:32          |0 N                 |0.0000MPa           |
13430               |오후 2:14:32          |0 N                 |0.0000MPa           |
13431               |오후 2:14:32          |0 N                 |0.0000MPa           |
13432               |오후 2:14:32          |0 N                 |0.0000MPa           |
13433               |오후 2:14:32          |0 N                 |0.0000MPa           |
13434               |오후 2:14:33          |0 N                 |0.0000MPa           |
13435               |오후 2:14:33          |0 N                 |0.0000MPa           |
13436               |오후 2:14:33          |0 N                 |0.0000MPa           |
13437               |오후 2:14:33          |0 N                 |0.0000MPa           |
13438               |오후 2:14:33          |0 N                 |0.0000MPa           |
13439               |오후 2:14:34          |0 N                 |0.0000MPa           |
13440               |오후 2:14:34          |0 N                 |0.0000MPa           |
13441               |오후 2:14:34          |0 N                 |0.0000MPa           |
13442               |오후 2:14:34          |0 N                 |0.0000MPa           |
13443               |오후 2:14:35          |0 N                 |0.0000MPa           |
13444               |오후 2:14:35          |0 N                 |0.0000MPa           |
13445               |오후 2:14:35          |0 N                 |0.0000MPa           |
13446               |오후 2:14:35          |0 N                 |0.0000MPa           |
13447               |오후 2:14:35          |0 N                 |0.0000MPa           |
13448               |오후 2:14:35          |0 N                 |0.0000MPa           |
13449               |오후 2:14:36          |0 N                 |0.0000MPa           |
13450               |오후 2:14:36          |0 N                 |0.0000MPa           |
13451               |오후 2:14:36          |0 N                 |0.0000MPa           |
13452               |오후 2:14:36          |0 N                 |0.0000MPa           |
13453               |오후 2:14:36          |0 N                 |0.0000MPa           |
13454               |오후 2:14:37          |0 N                 |0.0000MPa           |
13455               |오후 2:14:37          |0 N                 |0.0000MPa           |
13456               |오후 2:14:37          |0 N                 |0.0000MPa           |
13457               |오후 2:14:37          |0 N                 |0.0000MPa           |
13458               |오후 2:14:37          |0 N                 |0.0000MPa           |
13459               |오후 2:14:38          |0 N                 |0.0000MPa           |
13460               |오후 2:14:38          |0 N                 |0.0000MPa           |
13461               |오후 2:14:38          |0 N                 |0.0000MPa           |
13462               |오후 2:14:38          |0 N                 |0.0000MPa           |
13463               |오후 2:14:38          |0 N                 |0.0000MPa           |
13464               |오후 2:14:38          |0 N                 |0.0000MPa           |
13465               |오후 2:14:39          |49 N                |49.0000MPa          |
13466               |오후 2:14:39          |221 N               |221.0000MPa         |
13467               |오후 2:14:39          |366 N               |366.0000MPa         |
13468               |오후 2:14:39          |472 N               |472.0000MPa         |
13469               |오후 2:14:39          |514 N               |514.0000MPa         |
13470               |오후 2:14:40          |514 N               |514.0000MPa         |
13471               |오후 2:14:40          |513 N               |513.0000MPa         |
13472               |오후 2:14:40          |513 N               |513.0000MPa         |
13473               |오후 2:14:40          |512 N               |512.0000MPa         |
13474               |오후 2:14:40          |512 N               |512.0000MPa         |
13475               |오후 2:14:41          |511 N               |511.0000MPa         |
13476               |오후 2:14:41          |357 N               |357.0000MPa         |
13477               |오후 2:14:41          |34 N                |34.0000MPa          |
13478               |오후 2:14:41          |0 N                 |0.0000MPa           |
13479               |오후 2:14:41          |0 N                 |0.0000MPa           |
13480               |오후 2:14:42          |0 N                 |0.0000MPa           |
13481               |오후 2:14:42          |0 N                 |0.0000MPa           |
13482               |오후 2:14:42          |0 N                 |0.0000MPa           |
13483               |오후 2:14:42          |0 N                 |0.0000MPa           |
13484               |오후 2:14:42          |0 N                 |0.0000MPa           |
13485               |오후 2:14:42          |0 N                 |0.0000MPa           |
13486               |오후 2:14:43          |0 N                 |0.0000MPa           |
13487               |오후 2:14:43          |0 N                 |0.0000MPa           |
13488               |오후 2:14:43          |0 N                 |0.0000MPa           |
13489               |오후 2:14:43          |0 N                 |0.0000MPa           |
13490               |오후 2:14:43          |0 N                 |0.0000MPa           |
13491               |오후 2:14:44          |0 N                 |0.0000MPa           |
13492               |오후 2:14:44          |0 N                 |0.0000MPa           |
13493               |오후 2:14:44          |0 N                 |0.0000MPa           |
13494               |오후 2:14:44          |0 N                 |0.0000MPa           |
13495               |오후 2:14:44          |0 N                 |0.0000MPa           |
13496               |오후 2:14:44          |0 N                 |0.0000MPa           |
13497               |오후 2:14:45          |0 N                 |0.0000MPa           |
13498               |오후 2:14:45          |0 N                 |0.0000MPa           |
13499               |오후 2:14:45          |0 N                 |0.0000MPa           |
13500               |오후 2:14:45          |0 N                 |0.0000MPa           |
13501               |오후 2:14:45          |0 N                 |0.0000MPa           |
13502               |오후 2:14:46          |0 N                 |0.0000MPa           |
13503               |오후 2:14:46          |0 N                 |0.0000MPa           |
13504               |오후 2:14:46          |0 N                 |0.0000MPa           |
13505               |오후 2:14:46          |0 N                 |0.0000MPa           |
13506               |오후 2:14:46          |0 N                 |0.0000MPa           |
13507               |오후 2:14:47          |0 N                 |0.0000MPa           |
13508               |오후 2:14:47          |0 N                 |0.0000MPa           |
13509               |오후 2:14:47          |0 N                 |0.0000MPa           |
13510               |오후 2:14:47          |0 N                 |0.0000MPa           |
13511               |오후 2:14:47          |0 N                 |0.0000MPa           |
13512               |오후 2:14:47          |0 N                 |0.0000MPa           |
13513               |오후 2:14:48          |0 N                 |0.0000MPa           |
13514               |오후 2:14:48          |0 N                 |0.0000MPa           |
13515               |오후 2:14:48          |0 N                 |0.0000MPa           |
13516               |오후 2:14:48          |0 N                 |0.0000MPa           |
13517               |오후 2:14:48          |0 N                 |0.0000MPa           |
13518               |오후 2:14:49          |0 N                 |0.0000MPa           |
13519               |오후 2:14:49          |0 N                 |0.0000MPa           |
13520               |오후 2:14:49          |22 N                |22.0000MPa          |
13521               |오후 2:14:49          |184 N               |184.0000MPa         |
13522               |오후 2:14:49          |338 N               |338.0000MPa         |
13523               |오후 2:14:50          |452 N               |452.0000MPa         |
13524               |오후 2:14:50          |512 N               |512.0000MPa         |
13525               |오후 2:14:50          |513 N               |513.0000MPa         |
13526               |오후 2:14:50          |512 N               |512.0000MPa         |
13527               |오후 2:14:50          |512 N               |512.0000MPa         |
13528               |오후 2:14:50          |512 N               |512.0000MPa         |
13529               |오후 2:14:51          |511 N               |511.0000MPa         |
13530               |오후 2:14:51          |510 N               |510.0000MPa         |
13531               |오후 2:14:51          |364 N               |364.0000MPa         |
13532               |오후 2:14:51          |37 N                |37.0000MPa          |
13533               |오후 2:14:51          |0 N                 |0.0000MPa           |
13534               |오후 2:14:52          |0 N                 |0.0000MPa           |
13535               |오후 2:14:52          |0 N                 |0.0000MPa           |
13536               |오후 2:14:52          |0 N                 |0.0000MPa           |
13537               |오후 2:14:52          |0 N                 |0.0000MPa           |
13538               |오후 2:14:52          |0 N                 |0.0000MPa           |
13539               |오후 2:14:53          |0 N                 |0.0000MPa           |
13540               |오후 2:14:53          |0 N                 |0.0000MPa           |
13541               |오후 2:14:53          |0 N                 |0.0000MPa           |
13542               |오후 2:14:53          |0 N                 |0.0000MPa           |
13543               |오후 2:14:53          |0 N                 |0.0000MPa           |
13544               |오후 2:14:53          |0 N                 |0.0000MPa           |
13545               |오후 2:14:54          |0 N                 |0.0000MPa           |
13546               |오후 2:14:54          |0 N                 |0.0000MPa           |
13547               |오후 2:14:54          |0 N                 |0.0000MPa           |
13548               |오후 2:14:54          |0 N                 |0.0000MPa           |
13549               |오후 2:14:54          |0 N                 |0.0000MPa           |
13550               |오후 2:14:55          |0 N                 |0.0000MPa           |
13551               |오후 2:14:55          |0 N                 |0.0000MPa           |
13552               |오후 2:14:55          |0 N                 |0.0000MPa           |
13553               |오후 2:14:55          |0 N                 |0.0000MPa           |
13554               |오후 2:14:55          |0 N                 |0.0000MPa           |
13555               |오후 2:14:56          |0 N                 |0.0000MPa           |
13556               |오후 2:14:56          |0 N                 |0.0000MPa           |
13557               |오후 2:14:56          |0 N                 |0.0000MPa           |
13558               |오후 2:14:56          |0 N                 |0.0000MPa           |
13559               |오후 2:14:56          |0 N                 |0.0000MPa           |
13560               |오후 2:14:57          |0 N                 |0.0000MPa           |
13561               |오후 2:14:57          |0 N                 |0.0000MPa           |
13562               |오후 2:14:57          |0 N                 |0.0000MPa           |
13563               |오후 2:14:57          |0 N                 |0.0000MPa           |
13564               |오후 2:14:57          |0 N                 |0.0000MPa           |
13565               |오후 2:14:57          |0 N                 |0.0000MPa           |
13566               |오후 2:14:58          |0 N                 |0.0000MPa           |
13567               |오후 2:14:58          |0 N                 |0.0000MPa           |
13568               |오후 2:14:58          |0 N                 |0.0000MPa           |
13569               |오후 2:14:58          |0 N                 |0.0000MPa           |
13570               |오후 2:14:58          |0 N                 |0.0000MPa           |
13571               |오후 2:14:59          |0 N                 |0.0000MPa           |
13572               |오후 2:14:59          |0 N                 |0.0000MPa           |
13573               |오후 2:14:59          |0 N                 |0.0000MPa           |
13574               |오후 2:14:59          |29 N                |29.0000MPa          |
13575               |오후 2:14:59          |195 N               |195.0000MPa         |
13576               |오후 2:15:00          |345 N               |345.0000MPa         |
13577               |오후 2:15:00          |456 N               |456.0000MPa         |
13578               |오후 2:15:00          |511 N               |511.0000MPa         |
13579               |오후 2:15:00          |510 N               |510.0000MPa         |
13580               |오후 2:15:00          |510 N               |510.0000MPa         |
13581               |오후 2:15:00          |509 N               |509.0000MPa         |
13582               |오후 2:15:01          |508 N               |508.0000MPa         |
13583               |오후 2:15:01          |499 N               |499.0000MPa         |
13584               |오후 2:15:01          |147 N               |147.0000MPa         |
13585               |오후 2:15:01          |1 N                 |1.0000MPa           |
13586               |오후 2:15:01          |0 N                 |0.0000MPa           |
13587               |오후 2:15:02          |0 N                 |0.0000MPa           |
13588               |오후 2:15:02          |0 N                 |0.0000MPa           |
13589               |오후 2:15:02          |0 N                 |0.0000MPa           |
13590               |오후 2:15:02          |0 N                 |0.0000MPa           |
13591               |오후 2:15:02          |0 N                 |0.0000MPa           |
13592               |오후 2:15:03          |0 N                 |0.0000MPa           |
13593               |오후 2:15:03          |0 N                 |0.0000MPa           |
13594               |오후 2:15:03          |0 N                 |0.0000MPa           |
13595               |오후 2:15:03          |0 N                 |0.0000MPa           |
13596               |오후 2:15:03          |0 N                 |0.0000MPa           |
13597               |오후 2:15:04          |0 N                 |0.0000MPa           |
13598               |오후 2:15:04          |0 N                 |0.0000MPa           |
13599               |오후 2:15:04          |0 N                 |0.0000MPa           |
13600               |오후 2:15:04          |0 N                 |0.0000MPa           |
13601               |오후 2:15:04          |0 N                 |0.0000MPa           |
13602               |오후 2:15:04          |0 N                 |0.0000MPa           |
13603               |오후 2:15:05          |0 N                 |0.0000MPa           |
13604               |오후 2:15:05          |0 N                 |0.0000MPa           |
13605               |오후 2:15:05          |0 N                 |0.0000MPa           |
13606               |오후 2:15:05          |0 N                 |0.0000MPa           |
13607               |오후 2:15:05          |0 N                 |0.0000MPa           |
13608               |오후 2:15:06          |0 N                 |0.0000MPa           |
13609               |오후 2:15:06          |0 N                 |0.0000MPa           |
13610               |오후 2:15:06          |0 N                 |0.0000MPa           |
13611               |오후 2:15:06          |0 N                 |0.0000MPa           |
13612               |오후 2:15:06          |0 N                 |0.0000MPa           |
13613               |오후 2:15:06          |0 N                 |0.0000MPa           |
13614               |오후 2:15:07          |0 N                 |0.0000MPa           |
13615               |오후 2:15:07          |0 N                 |0.0000MPa           |
13616               |오후 2:15:07          |0 N                 |0.0000MPa           |
13617               |오후 2:15:07          |0 N                 |0.0000MPa           |
13618               |오후 2:15:07          |0 N                 |0.0000MPa           |
13619               |오후 2:15:08          |0 N                 |0.0000MPa           |
13620               |오후 2:15:08          |0 N                 |0.0000MPa           |
13621               |오후 2:15:08          |0 N                 |0.0000MPa           |
13622               |오후 2:15:08          |0 N                 |0.0000MPa           |
13623               |오후 2:15:08          |0 N                 |0.0000MPa           |
13624               |오후 2:15:09          |0 N                 |0.0000MPa           |
13625               |오후 2:15:09          |0 N                 |0.0000MPa           |
13626               |오후 2:15:09          |0 N                 |0.0000MPa           |
13627               |오후 2:15:09          |38 N                |38.0000MPa          |
13628               |오후 2:15:09          |208 N               |208.0000MPa         |
13629               |오후 2:15:10          |356 N               |356.0000MPa         |
13630               |오후 2:15:10          |466 N               |466.0000MPa         |
13631               |오후 2:15:10          |513 N               |513.0000MPa         |
13632               |오후 2:15:10          |518 N               |518.0000MPa         |
13633               |오후 2:15:10          |517 N               |517.0000MPa         |
13634               |오후 2:15:10          |517 N               |517.0000MPa         |
13635               |오후 2:15:11          |516 N               |516.0000MPa         |
13636               |오후 2:15:11          |515 N               |515.0000MPa         |
13637               |오후 2:15:11          |515 N               |515.0000MPa         |
13638               |오후 2:15:11          |447 N               |447.0000MPa         |
13639               |오후 2:15:11          |69 N                |69.0000MPa          |
13640               |오후 2:15:12          |0 N                 |0.0000MPa           |
13641               |오후 2:15:12          |0 N                 |0.0000MPa           |
13642               |오후 2:15:12          |0 N                 |0.0000MPa           |
13643               |오후 2:15:12          |0 N                 |0.0000MPa           |
13644               |오후 2:15:12          |0 N                 |0.0000MPa           |
13645               |오후 2:15:12          |0 N                 |0.0000MPa           |
13646               |오후 2:15:13          |0 N                 |0.0000MPa           |
13647               |오후 2:15:13          |0 N                 |0.0000MPa           |
13648               |오후 2:15:13          |0 N                 |0.0000MPa           |
13649               |오후 2:15:13          |0 N                 |0.0000MPa           |
13650               |오후 2:15:14          |0 N                 |0.0000MPa           |
13651               |오후 2:15:14          |0 N                 |0.0000MPa           |
13652               |오후 2:15:14          |0 N                 |0.0000MPa           |
13653               |오후 2:15:14          |0 N                 |0.0000MPa           |
13654               |오후 2:15:14          |0 N                 |0.0000MPa           |
13655               |오후 2:15:14          |0 N                 |0.0000MPa           |
13656               |오후 2:15:15          |0 N                 |0.0000MPa           |
13657               |오후 2:15:15          |0 N                 |0.0000MPa           |
