# Genesis CPU velocity control
# STL,tablet_R6.5_AR1.00_CV0.08.stl,R_mm,6.5,AR,1.0,CV,0.08
# target_rpm,8.0,density_kg_m3,1200.0
# F_Y_max,133.25948,F_Y_min,0.00000,Impulse_Ns,379.143651

Time_s,Crank_deg,F_Y_N,Crank_RPM
4.86200,58.711,0.00000,7.6759
4.86300,58.757,0.00000,7.6760
4.86400,58.803,0.00000,7.6761
4.86500,58.849,0.00000,7.6762
4.86600,58.895,0.00000,7.6763
4.86700,58.941,0.00000,7.6764
4.86800,58.987,0.00000,7.6765
4.86900,59.034,0.00000,7.6766
4.87000,59.080,0.00000,7.6768
4.87100,59.126,0.00000,7.6769
4.87200,59.172,0.00000,7.6770
4.87300,59.218,0.00000,7.6771
4.87400,59.264,0.00000,7.6772
4.87500,59.310,0.00000,7.6773
4.87600,59.356,0.00000,7.6774
4.87700,59.402,0.00000,7.6775
4.87800,59.448,0.00000,7.6776
4.87900,59.494,0.00000,7.6777
4.88000,59.540,0.00000,7.6778
4.88100,59.586,0.00000,7.6779
4.88200,59.632,0.00000,7.6780
4.88300,59.678,0.00000,7.6781
4.88400,59.724,0.00000,7.6782
4.88500,59.771,0.00000,7.6783
4.88600,59.817,0.00000,7.6784
4.88700,59.863,0.00000,7.6785
4.88800,59.909,0.00000,7.6786
4.88900,59.955,0.00000,7.6787
4.89000,60.001,0.00000,7.6788
4.89100,60.047,0.00000,7.6789
4.89200,60.093,0.00000,7.6790
4.89300,60.139,0.00000,7.6791
4.89400,60.185,0.00000,7.6792
4.89500,60.231,0.00000,7.6793
4.89600,60.277,0.00000,7.6794
4.89700,60.323,0.00000,7.6795
4.89800,60.370,0.00000,7.6796
4.89900,60.416,0.00000,7.6797
4.90000,60.462,0.00000,7.6798
4.90100,60.508,0.00000,7.6799
4.90200,60.554,0.00000,7.6800
4.90300,60.600,0.00000,7.6801
4.90400,60.646,0.00000,7.6802
4.90500,60.692,0.00000,7.6803
4.90600,60.738,0.00000,7.6804
4.90700,60.784,0.00000,7.6805
4.90800,60.830,0.00000,7.6806
4.90900,60.876,0.00000,7.6807
4.91000,60.922,0.00000,7.6808
4.91100,60.969,0.00000,7.6810
4.91200,61.015,0.00000,7.6811
4.91300,61.061,0.00000,7.6812
4.91400,61.107,0.00000,7.6813
4.91500,61.153,0.00000,7.6814
4.91600,61.199,0.00000,7.6815
4.91700,61.245,0.00000,7.6816
4.91800,61.291,0.00000,7.6817
4.91900,61.337,0.00000,7.6818
4.92000,61.383,0.00000,7.6819
4.92100,61.429,0.00000,7.6820
4.92200,61.476,0.00000,7.6821
4.92300,61.522,0.00000,7.6822
4.92400,61.568,0.00000,7.6823
4.92500,61.614,0.00000,7.6824
4.92600,61.660,0.00000,7.6825
4.92700,61.706,0.00000,7.6826
4.92800,61.752,0.00000,7.6827
4.92900,61.798,0.00000,7.6828
4.93000,61.844,0.00000,7.6829
4.93100,61.890,0.00000,7.6830
4.93200,61.937,0.00000,7.6831
4.93300,61.983,0.00000,7.6832
4.93400,62.029,0.00000,7.6833
4.93500,62.075,0.00000,7.6834
4.93600,62.121,0.00000,7.6835
4.93700,62.167,0.00000,7.6836
4.93800,62.213,0.00000,7.6837
4.93900,62.259,0.00000,7.6838
4.94000,62.305,0.00000,7.6840
4.94100,62.351,0.00000,7.6841
4.94200,62.398,0.00000,7.6841
4.94300,62.444,0.00000,7.6843
4.94400,62.490,0.00000,7.6844
4.94500,62.536,0.00000,7.6845
4.94600,62.582,0.00000,7.6846
4.94700,62.628,0.00000,7.6847
4.94800,62.674,0.00000,7.6848
4.94900,62.720,0.00000,7.6849
4.95000,62.766,0.00000,7.6850
4.95100,62.813,0.00000,7.6851
4.95200,62.859,0.00000,7.6852
4.95300,62.905,0.00000,7.6853
4.95400,62.951,0.00000,7.6854
4.95500,62.997,0.00000,7.6855
4.95600,63.043,0.00000,7.6856
4.95700,63.089,0.00000,7.6857
4.95800,63.135,0.00000,7.6858
4.95900,63.181,0.00000,7.6859
4.96000,63.228,0.00000,7.6860
4.96100,63.274,0.00000,7.6861
4.96200,63.320,0.00000,7.6862
4.96300,63.366,0.00000,7.6863
4.96400,63.412,0.00000,7.6865
4.96500,63.458,0.00000,7.6866
4.96600,63.504,0.00000,7.6867
4.96700,63.550,0.00000,7.6868
4.96800,63.596,0.00000,7.6869
4.96900,63.643,0.00000,7.6870
4.97000,63.689,0.00000,7.6871
4.97100,63.735,0.00000,7.6872
4.97200,63.781,0.00000,7.6873
4.97300,63.827,0.00000,7.6874
4.97400,63.873,0.00000,7.6875
4.97500,63.919,0.00000,7.6876
4.97600,63.965,0.00000,7.6877
4.97700,64.012,0.00000,7.6878
4.97800,64.058,0.00000,7.6879
4.97900,64.104,0.00000,7.6880
4.98000,64.150,0.00000,7.6881
4.98100,64.196,0.00000,7.6882
4.98200,64.242,0.00000,7.6883
4.98300,64.288,0.00000,7.6884
4.98400,64.335,0.00000,7.6886
4.98500,64.381,0.00000,7.6887
4.98600,64.427,0.00000,7.6888
4.98700,64.473,0.00000,7.6889
4.98800,64.519,0.00000,7.6890
4.98900,64.565,0.00000,7.6891
4.99000,64.611,0.00000,7.6892
4.99100,64.657,0.00000,7.6893
4.99200,64.704,0.00000,7.6894
4.99300,64.750,0.00000,7.6895
4.99400,64.796,0.00000,7.6896
4.99500,64.842,0.00000,7.6897
4.99600,64.888,0.00000,7.6898
4.99700,64.934,0.00000,7.6899
4.99800,64.980,0.00000,7.6900
4.99900,65.027,0.00000,7.6901
5.00000,65.073,0.00000,7.6902
5.00100,65.119,0.00000,7.6903
5.00200,65.165,0.00000,7.6904
5.00300,65.211,0.00000,7.6905
5.00400,65.257,0.00000,7.6907
5.00500,65.303,0.00000,7.6908
5.00600,65.350,0.00000,7.6909
5.00700,65.396,0.00000,7.6910
5.00800,65.442,0.00000,7.6911
5.00900,65.488,0.00000,7.6912
5.01000,65.534,0.00000,7.6913
5.01100,65.580,0.00000,7.6914
5.01200,65.626,0.00000,7.6915
5.01300,65.673,0.00000,7.6916
5.01400,65.719,0.00000,7.6917
5.01500,65.765,0.00000,7.6918
5.01600,65.811,0.00000,7.6919
5.01700,65.857,0.00000,7.6920
5.01800,65.903,0.00000,7.6921
5.01900,65.950,0.00000,7.6922
5.02000,65.996,0.00000,7.6923
5.02100,66.042,0.00000,7.6924
5.02200,66.088,0.00000,7.6925
5.02300,66.134,0.00000,7.6926
5.02400,66.180,0.00000,7.6927
5.02500,66.226,0.00000,7.6928
5.02600,66.273,0.00000,7.6930
5.02700,66.319,0.00000,7.6931
5.02800,66.365,0.00000,7.6932
5.02900,66.411,0.00000,7.6933
5.03000,66.457,0.00000,7.6934
5.03100,66.503,0.00000,7.6935
5.03200,66.550,0.00000,7.6936
5.03300,66.596,0.00000,7.6937
5.03400,66.642,0.00000,7.6938
5.03500,66.688,0.00000,7.6939
5.03600,66.734,0.00000,7.6940
5.03700,66.780,0.00000,7.6941
5.03800,66.827,0.00000,7.6942
5.03900,66.873,0.00000,7.6943
5.04000,66.919,0.00000,7.6944
5.04100,66.965,0.00000,7.6946
5.04200,67.011,0.00000,7.6947
5.04300,67.057,0.00000,7.6948
5.04400,67.104,0.00000,7.6949
5.04500,67.150,0.00000,7.6950
5.04600,67.196,0.00000,7.6951
5.04700,67.242,0.00000,7.6952
5.04800,67.288,0.00000,7.6953
5.04900,67.334,0.00000,7.6954
5.05000,67.381,0.00000,7.6955
5.05100,67.427,0.00000,7.6956
5.05200,67.473,0.00000,7.6957
5.05300,67.519,0.00000,7.6958
5.05400,67.565,0.00000,7.6959
5.05500,67.611,0.00000,7.6960
5.05600,67.658,0.00000,7.6961
5.05700,67.704,0.00000,7.6962
5.05800,67.750,0.00000,7.6963
5.05900,67.796,0.00000,7.6964
5.06000,67.842,0.00000,7.6965
5.06100,67.889,0.00000,7.6966
5.06200,67.935,0.00000,7.6967
5.06300,67.981,0.00000,7.6968
5.06400,68.027,0.00000,7.6969
5.06500,68.073,0.00000,7.6971
5.06600,68.119,0.00000,7.6972
5.06700,68.166,0.00000,7.6973
5.06800,68.212,0.00000,7.6974
5.06900,68.258,0.00000,7.6975
5.07000,68.304,0.00000,7.6976
5.07100,68.350,0.00000,7.6977
5.07200,68.397,0.00000,7.6978
5.07300,68.443,0.00000,7.6979
5.07400,68.489,0.00000,7.6981
5.07500,68.535,0.00000,7.6982
5.07600,68.581,0.00000,7.6983
5.07700,68.627,0.00000,7.6984
5.07800,68.674,0.00000,7.6985
5.07900,68.720,0.00000,7.6986
5.08000,68.766,0.00000,7.6987
5.08100,68.812,0.00000,7.6988
5.08200,68.858,0.00000,7.6989
5.08300,68.905,0.00000,7.6990
5.08400,68.951,0.00000,7.6991
5.08500,68.997,0.00000,7.6992
5.08600,69.043,0.00000,7.6993
5.08700,69.089,0.00000,7.6995
5.08800,69.136,0.00000,7.6996
5.08900,69.182,0.00000,7.6997
5.09000,69.228,0.00000,7.6998
5.09100,69.274,0.00000,7.6999
5.09200,69.320,0.00000,7.7000
5.09300,69.367,0.00000,7.7001
5.09400,69.413,0.00000,7.7002
5.09500,69.459,0.00000,7.7003
5.09600,69.505,0.00000,7.7004
5.09700,69.551,0.00000,7.7005
5.09800,69.598,0.00000,7.7006
5.09900,69.644,0.00000,7.7007
5.10000,69.690,0.00000,7.7008
5.10100,69.736,0.00000,7.7009
5.10200,69.782,0.00000,7.7010
5.10300,69.829,0.00000,7.7012
5.10400,69.875,0.00000,7.7013
5.10500,69.921,0.00000,7.7014
5.10600,69.967,0.00000,7.7015
5.10700,70.013,0.00000,7.7016
5.10800,70.060,0.00000,7.7017
5.10900,70.106,0.00000,7.7018
5.11000,70.152,0.00000,7.7019
5.11100,70.198,0.00000,7.7020
5.11200,70.245,0.00000,7.7021
5.11300,70.291,0.00000,7.7022
5.11400,70.337,0.00000,7.7023
5.11500,70.383,0.00000,7.7024
5.11600,70.429,0.00000,7.7025
5.11700,70.476,0.00000,7.7026
5.11800,70.522,0.00000,7.7027
5.11900,70.568,0.00000,7.7028
5.12000,70.614,0.00000,7.7029
5.12100,70.660,0.00000,7.7030
5.12200,70.707,0.00000,7.7031
5.12300,70.753,0.00000,7.7032
5.12400,70.799,0.00000,7.7033
5.12500,70.845,0.00000,7.7034
5.12600,70.892,0.00000,7.7035
5.12700,70.938,0.00000,7.7036
5.12800,70.984,0.00000,7.7037
5.12900,71.030,0.00000,7.7038
5.13000,71.076,0.00000,7.7039
5.13100,71.123,0.00000,7.7040
5.13200,71.169,0.00000,7.7041
5.13300,71.215,0.00000,7.7042
5.13400,71.261,0.00000,7.7043
5.13500,71.308,0.00000,7.7044
5.13600,71.354,0.00000,7.7045
5.13700,71.400,0.00000,7.7046
5.13800,71.446,0.00000,7.7047
5.13900,71.493,0.00000,7.7048
5.14000,71.539,0.00000,7.7049
5.14100,71.585,0.00000,7.7051
5.14200,71.631,0.00000,7.7052
5.14300,71.677,0.00000,7.7053
5.14400,71.724,0.00000,7.7054
5.14500,71.770,0.00000,7.7055
5.14600,71.816,0.00000,7.7056
5.14700,71.862,0.00000,7.7057
5.14800,71.909,0.00000,7.7058
5.14900,71.955,0.00000,7.7059
5.15000,72.001,0.00000,7.7060
5.15100,72.047,0.00000,7.7061
5.15200,72.094,0.00000,7.7062
5.15300,72.140,0.00000,7.7064
5.15400,72.186,0.00000,7.7065
5.15500,72.232,0.00000,7.7066
5.15600,72.279,0.00000,7.7067
5.15700,72.325,0.00000,7.7068
5.15800,72.371,0.00000,7.7069
5.15900,72.417,0.00000,7.7070
5.16000,72.463,0.00000,7.7071
5.16100,72.510,0.00000,7.7072
5.16200,72.556,0.00000,7.7073
5.16300,72.602,0.00000,7.7074
5.16400,72.648,0.00000,7.7075
5.16500,72.695,0.00000,7.7077
5.16600,72.741,0.00000,7.7078
5.16700,72.787,0.00000,7.7079
5.16800,72.833,0.00000,7.7080
5.16900,72.880,0.00000,7.7081
5.17000,72.926,0.00000,7.7082
5.17100,72.972,0.00000,7.7083
5.17200,73.018,0.00000,7.7084
5.17300,73.065,0.00000,7.7085
5.17400,73.111,0.00000,7.7086
5.17500,73.157,0.00000,7.7088
5.17600,73.203,0.00000,7.7089
5.17700,73.250,0.00000,7.7090
5.17800,73.296,0.00000,7.7091
5.17900,73.342,0.00000,7.7092
5.18000,73.388,0.00000,7.7093
5.18100,73.435,0.00000,7.7094
5.18200,73.481,0.00000,7.7095
5.18300,73.527,0.00000,7.7096
5.18400,73.573,0.00000,7.7097
5.18500,73.620,0.00000,7.7098
5.18600,73.666,0.00000,7.7100
5.18700,73.712,0.00000,7.7101
5.18800,73.759,0.00000,7.7101
5.18900,73.805,0.00000,7.7102
5.19000,73.851,0.00000,7.7103
5.19100,73.897,0.00000,7.7105
5.19200,73.944,0.00000,7.7106
5.19300,73.990,0.00000,7.7107
5.19400,74.036,0.00000,7.7108
5.19500,74.082,0.00000,7.7109
5.19600,74.129,0.00000,7.7110
5.19700,74.175,0.00000,7.7111
5.19800,74.221,0.00000,7.7112
5.19900,74.267,0.00000,7.7113
5.20000,74.314,0.00000,7.7114
5.20100,74.360,0.00000,7.7115
5.20200,74.406,0.00000,7.7116
5.20300,74.453,0.00000,7.7117
5.20400,74.499,0.00000,7.7119
5.20500,74.545,0.00000,7.7120
5.20600,74.591,0.00000,7.7121
5.20700,74.638,0.00000,7.7122
5.20800,74.684,0.00000,7.7123
5.20900,74.730,0.00000,7.7124
5.21000,74.776,0.00000,7.7125
5.21100,74.823,0.00000,7.7126
5.21200,74.869,0.00000,7.7127
5.21300,74.915,0.00000,7.7128
5.21400,74.962,0.00000,7.7129
5.21500,75.008,0.00000,7.7130
5.21600,75.054,0.00000,7.7131
5.21700,75.100,0.00000,7.7132
5.21800,75.147,0.00000,7.7133
5.21900,75.193,0.00000,7.7134
5.22000,75.239,0.00000,7.7135
5.22100,75.286,0.00000,7.7136
5.22200,75.332,0.00000,7.7137
5.22300,75.378,0.00000,7.7138
5.22400,75.424,0.00000,7.7140
5.22500,75.471,0.00000,7.7141
5.22600,75.517,0.00000,7.7142
5.22700,75.563,0.00000,7.7143
5.22800,75.609,0.00000,7.7144
5.22900,75.656,0.00000,7.7145
5.23000,75.702,0.00000,7.7146
5.23100,75.748,0.00000,7.7147
5.23200,75.795,0.00000,7.7148
5.23300,75.841,0.00000,7.7149
5.23400,75.887,0.00000,7.7150
5.23500,75.934,0.00000,7.7151
5.23600,75.980,0.00000,7.7152
5.23700,76.026,0.00000,7.7153
5.23800,76.072,0.00000,7.7155
5.23900,76.119,0.00000,7.7156
5.24000,76.165,0.00000,7.7157
5.24100,76.211,0.00000,7.7158
5.24200,76.258,0.00000,7.7159
5.24300,76.304,0.00000,7.7160
5.24400,76.350,0.00000,7.7161
5.24500,76.396,0.00000,7.7162
5.24600,76.443,0.00000,7.7163
5.24700,76.489,0.00000,7.7164
5.24800,76.535,0.00000,7.7165
5.24900,76.582,0.00000,7.7166
5.25000,76.628,0.00000,7.7167
5.25100,76.674,0.00000,7.7168
5.25200,76.721,0.00000,7.7169
5.25300,76.767,0.00000,7.7170
5.25400,76.813,0.00000,7.7172
5.25500,76.859,0.00000,7.7173
5.25600,76.906,0.00000,7.7174
5.25700,76.952,0.00000,7.7175
5.25800,76.998,0.00000,7.7176
5.25900,77.045,0.00000,7.7177
5.26000,77.091,0.00000,7.7178
5.26100,77.137,0.00000,7.7179
5.26200,77.184,0.00000,7.7180
5.26300,77.230,0.00000,7.7181
5.26400,77.276,0.00000,7.7182
5.26500,77.323,0.00000,7.7183
5.26600,77.369,0.00000,7.7184
5.26700,77.415,0.00000,7.7185
5.26800,77.461,0.00000,7.7186
5.26900,77.508,0.00000,7.7187
5.27000,77.554,0.00000,7.7188
5.27100,77.600,0.00000,7.7189
5.27200,77.647,0.00000,7.7191
5.27300,77.693,0.00000,7.7192
5.27400,77.739,0.00000,7.7193
5.27500,77.786,0.00000,7.7194
5.27600,77.832,0.00000,7.7195
5.27700,77.878,0.00000,7.7196
5.27800,77.925,0.00000,7.7197
5.27900,77.971,0.00000,7.7198
5.28000,78.017,0.00000,7.7199
5.28100,78.064,0.00000,7.7200
5.28200,78.110,0.00000,7.7201
5.28300,78.156,0.00000,7.7202
5.28400,78.203,0.00000,7.7203
5.28500,78.249,0.00000,7.7204
5.28600,78.295,0.00000,7.7205
5.28700,78.342,0.00000,7.7206
5.28800,78.388,0.00000,7.7208
5.28900,78.434,0.00000,7.7209
5.29000,78.480,0.00000,7.7210
5.29100,78.527,0.00000,7.7211
5.29200,78.573,0.00000,7.7212
5.29300,78.619,0.00000,7.7213
5.29400,78.666,0.00000,7.7214
5.29500,78.712,0.00000,7.7215
5.29600,78.758,0.00000,7.7216
5.29700,78.805,0.00000,7.7217
5.29800,78.851,0.00000,7.7218
5.29900,78.897,0.00000,7.7219
5.30000,78.944,0.00000,7.7220
5.30100,78.990,0.00000,7.7221
5.30200,79.036,0.00000,7.7222
5.30300,79.083,0.00000,7.7223
5.30400,79.129,0.00000,7.7224
5.30500,79.175,0.00000,7.7225
5.30600,79.222,0.00000,7.7226
5.30700,79.268,0.00000,7.7228
5.30800,79.314,0.00000,7.7229
5.30900,79.361,0.00000,7.7230
5.31000,79.407,0.00000,7.7231
5.31100,79.453,0.00000,7.7232
5.31200,79.500,0.00000,7.7233
5.31300,79.546,0.00000,7.7234
5.31400,79.593,0.00000,7.7235
5.31500,79.639,0.00000,7.7236
5.31600,79.685,0.00000,7.7237
5.31700,79.732,0.00000,7.7238
5.31800,79.778,0.00000,7.7239
5.31900,79.824,0.00000,7.7240
5.32000,79.871,0.00000,7.7241
5.32100,79.917,0.00000,7.7242
5.32200,79.963,0.00000,7.7243
5.32300,80.010,0.00000,7.7244
5.32400,80.056,0.00000,7.7245
5.32500,80.102,0.00000,7.7246
5.32600,80.149,0.00000,7.7247
5.32700,80.195,0.00000,7.7248
5.32800,80.241,0.00000,7.7250
5.32900,80.288,0.00000,7.7251
5.33000,80.334,0.00000,7.7252
5.33100,80.380,0.00000,7.7253
5.33200,80.427,0.00000,7.7254
5.33300,80.473,0.00000,7.7255
5.33400,80.519,0.00000,7.7256
5.33500,80.566,0.00000,7.7257
5.33600,80.612,0.00000,7.7258
5.33700,80.659,0.00000,7.7259
5.33800,80.705,0.00000,7.7260
5.33900,80.751,0.00000,7.7261
5.34000,80.798,0.00000,7.7262
5.34100,80.844,0.00000,7.7263
5.34200,80.890,0.00000,7.7264
5.34300,80.937,0.00000,7.7265
5.34400,80.983,0.00000,7.7267
5.34500,81.029,0.00000,7.7268
5.34600,81.076,0.00000,7.7269
5.34700,81.122,0.00000,7.7270
5.34800,81.168,0.00000,7.7271
5.34900,81.215,0.00000,7.7272
5.35000,81.261,0.00000,7.7273
5.35100,81.308,0.00000,7.7274
5.35200,81.354,0.00000,7.7275
5.35300,81.400,0.00000,7.7276
5.35400,81.447,0.00000,7.7277
5.35500,81.493,0.00000,7.7278
5.35600,81.539,0.00000,7.7279
5.35700,81.586,0.00000,7.7280
5.35800,81.632,0.00000,7.7281
5.35900,81.679,0.00000,7.7282
5.36000,81.725,0.00000,7.7283
5.36100,81.771,0.00000,7.7284
5.36200,81.818,0.00000,7.7285
5.36300,81.864,0.00000,7.7286
5.36400,81.910,0.00000,7.7287
5.36500,81.957,0.00000,7.7288
5.36600,82.003,0.00000,7.7289
5.36700,82.049,0.00000,7.7290
5.36800,82.096,0.00000,7.7292
5.36900,82.142,0.00000,7.7293
5.37000,82.189,0.00000,7.7294
5.37100,82.235,0.00000,7.7295
5.37200,82.281,0.00000,7.7296
5.37300,82.328,0.00000,7.7297
5.37400,82.374,0.00000,7.7298
5.37500,82.421,0.00000,7.7299
5.37600,82.467,0.00000,7.7300
5.37700,82.513,0.00000,7.7301
5.37800,82.560,0.00000,7.7302
5.37900,82.606,0.00000,7.7303
5.38000,82.652,0.00000,7.7304
5.38100,82.699,0.00000,7.7305
5.38200,82.745,0.00000,7.7306
5.38300,82.792,0.00000,7.7307
5.38400,82.838,0.00000,7.7308
5.38500,82.884,0.00000,7.7309
5.38600,82.931,0.00000,7.7310
5.38700,82.977,0.00000,7.7311
5.38800,83.023,0.00000,7.7312
5.38900,83.070,0.00000,7.7313
5.39000,83.116,0.00000,7.7314
5.39100,83.163,0.00000,7.7315
5.39200,83.209,0.00000,7.7317
5.39300,83.255,0.00000,7.7318
5.39400,83.302,0.00000,7.7319
5.39500,83.348,0.00000,7.7320
5.39600,83.395,0.00000,7.7321
5.39700,83.441,0.00000,7.7322
5.39800,83.487,0.00000,7.7323
5.39900,83.534,0.00000,7.7324
5.40000,83.580,0.00000,7.7325
5.40100,83.627,0.00000,7.7326
5.40200,83.673,0.00000,7.7327
5.40300,83.719,0.00000,7.7328
5.40400,83.766,0.00000,7.7329
5.40500,83.812,0.00000,7.7330
5.40600,83.859,0.00000,7.7331
5.40700,83.905,0.00000,7.7332
5.40800,83.951,0.00000,7.7333
5.40900,83.998,0.00000,7.7334
5.41000,84.044,0.00000,7.7335
5.41100,84.091,0.00000,7.7336
5.41200,84.137,0.00000,7.7337
5.41300,84.183,0.00000,7.7338
5.41400,84.230,0.00000,7.7339
5.41500,84.276,0.00000,7.7340
5.41600,84.323,0.00000,7.7341
5.41700,84.369,0.00000,7.7342
5.41800,84.415,0.00000,7.7343
5.41900,84.462,0.00000,7.7345
5.42000,84.508,0.00000,7.7346
5.42100,84.555,0.00000,7.7347
5.42200,84.601,0.00000,7.7348
5.42300,84.647,0.00000,7.7349
5.42400,84.694,0.00000,7.7350
5.42500,84.740,0.00000,7.7351
5.42600,84.787,0.00000,7.7352
5.42700,84.833,0.00000,7.7353
5.42800,84.880,0.00000,7.7354
5.42900,84.926,0.00000,7.7355
5.43000,84.972,0.00000,7.7356
5.43100,85.019,0.00000,7.7357
5.43200,85.065,0.00000,7.7358
5.43300,85.112,0.00000,7.7359
5.43400,85.158,0.00000,7.7360
5.43500,85.204,0.00000,7.7361
5.43600,85.251,0.00000,7.7362
5.43700,85.297,0.00000,7.7363
5.43800,85.344,0.00000,7.7364
5.43900,85.390,0.00000,7.7365
5.44000,85.437,0.00000,7.7366
5.44100,85.483,0.00000,7.7367
5.44200,85.529,0.00000,7.7368
5.44300,85.576,0.00000,7.7369
5.44400,85.622,0.00000,7.7370
5.44500,85.669,0.00000,7.7371
5.44600,85.715,0.00000,7.7372
5.44700,85.761,0.00000,7.7373
5.44800,85.808,0.00000,7.7374
5.44900,85.854,0.00000,7.7375
5.45000,85.901,0.00000,7.7376
5.45100,85.947,0.00000,7.7377
5.45200,85.994,0.00000,7.7379
5.45300,86.040,0.00000,7.7380
5.45400,86.086,0.00000,7.7381
5.45500,86.133,0.00000,7.7382
5.45600,86.179,0.00000,7.7383
5.45700,86.226,0.00000,7.7384
5.45800,86.272,0.00000,7.7385
5.45900,86.319,0.00000,7.7386
5.46000,86.365,0.00000,7.7387
5.46100,86.411,0.00000,7.7388
5.46200,86.458,0.00000,7.7389
5.46300,86.504,0.00000,7.7390
5.46400,86.551,0.00000,7.7391
5.46500,86.597,0.00000,7.7392
5.46600,86.644,0.00000,7.7393
5.46700,86.690,0.00000,7.7394
5.46800,86.737,0.00000,7.7395
5.46900,86.783,0.00000,7.7396
5.47000,86.829,0.00000,7.7397
5.47100,86.876,0.00000,7.7398
5.47200,86.922,0.00000,7.7399
5.47300,86.969,0.00000,7.7400
5.47400,87.015,0.00000,7.7401
5.47500,87.062,0.00000,7.7402
5.47600,87.108,0.00000,7.7403
5.47700,87.154,0.00000,7.7404
5.47800,87.201,0.00000,7.7405
5.47900,87.247,0.00000,7.7406
5.48000,87.294,0.00000,7.7407
5.48100,87.340,0.00000,7.7408
5.48200,87.387,0.00000,7.7409
5.48300,87.433,0.00000,7.7410
5.48400,87.480,0.00000,7.7411
5.48500,87.526,0.00000,7.7412
5.48600,87.572,0.00000,7.7413
5.48700,87.619,0.00000,7.7414
5.48800,87.665,0.00000,7.7415
5.48900,87.712,0.00000,7.7416
5.49000,87.758,0.00000,7.7417
5.49100,87.805,0.00000,7.7418
5.49200,87.851,0.00000,7.7419
5.49300,87.898,0.00000,7.7420
5.49400,87.944,0.00000,7.7421
5.49500,87.991,0.00000,7.7422
5.49600,88.037,0.00000,7.7423
5.49700,88.083,0.00000,7.7424
5.49800,88.130,0.00000,7.7426
5.49900,88.176,0.00000,7.7427
5.50000,88.223,0.00000,7.7428
5.50100,88.269,0.00000,7.7429
5.50200,88.316,0.00000,7.7430
5.50300,88.362,0.00000,7.7431
5.50400,88.409,0.00000,7.7432
5.50500,88.455,0.00000,7.7433
5.50600,88.502,0.00000,7.7434
5.50700,88.548,0.00000,7.7435
5.50800,88.594,0.00000,7.7436
5.50900,88.641,0.00000,7.7437
5.51000,88.687,0.00000,7.7438
5.51100,88.734,0.00000,7.7439
5.51200,88.780,0.00000,7.7440
5.51300,88.827,0.00000,7.7441
5.51400,88.873,0.00000,7.7442
5.51500,88.920,0.00000,7.7443
5.51600,88.966,0.00000,7.7444
5.51700,89.013,0.00000,7.7445
5.51800,89.059,0.00000,7.7446
5.51900,89.106,0.00000,7.7447
5.52000,89.152,0.00000,7.7448
5.52100,89.199,0.00000,7.7449
5.52200,89.245,0.00000,7.7450
5.52300,89.291,0.00000,7.7451
5.52400,89.338,0.00000,7.7452
5.52500,89.384,0.00000,7.7453
5.52600,89.431,0.00000,7.7454
5.52700,89.477,0.00000,7.7455
5.52800,89.524,0.00000,7.7456
5.52900,89.570,0.00000,7.7457
5.53000,89.617,0.00000,7.7458
5.53100,89.663,0.00000,7.7459
5.53200,89.710,0.00000,7.7460
5.53300,89.756,0.00000,7.7461
5.53400,89.803,0.00000,7.7462
5.53500,89.849,0.00000,7.7463
5.53600,89.896,0.00000,7.7464
5.53700,89.942,0.00000,7.7465
5.53800,89.989,0.00000,7.7466
5.53900,90.035,0.00000,7.7467
5.54000,90.082,0.00000,7.7468
5.54100,90.128,0.00000,7.7469
5.54200,90.175,0.00000,7.7470
5.54300,90.221,0.00000,7.7471
5.54400,90.267,0.00000,7.7472
5.54500,90.314,0.00000,7.7473
5.54600,90.360,0.00000,7.7474
5.54700,90.407,0.00000,7.7475
5.54800,90.453,0.00000,7.7476
5.54900,90.500,0.00000,7.7477
5.55000,90.546,0.00000,7.7478
5.55100,90.593,0.00000,7.7479
5.55200,90.639,0.00000,7.7480
5.55300,90.686,0.00000,7.7481
5.55400,90.732,0.00000,7.7482
5.55500,90.779,0.00000,7.7483
5.55600,90.825,0.00000,7.7484
5.55700,90.872,0.00000,7.7485
5.55800,90.918,0.00000,7.7486
5.55900,90.965,0.00000,7.7487
5.56000,91.011,0.00000,7.7488
5.56100,91.058,0.00000,7.7489
5.56200,91.104,0.00000,7.7490
5.56300,91.151,0.00000,7.7491
5.56400,91.197,0.00000,7.7492
5.56500,91.244,0.00000,7.7493
5.56600,91.290,0.00000,7.7494
5.56700,91.337,0.00000,7.7495
5.56800,91.383,0.00000,7.7496
5.56900,91.430,0.00000,7.7497
5.57000,91.476,0.00000,7.7498
5.57100,91.523,0.00000,7.7499
5.57200,91.569,0.00000,7.7500
5.57300,91.616,0.00000,7.7501
5.57400,91.662,0.00000,7.7502
5.57500,91.709,0.00000,7.7503
5.57600,91.755,0.00000,7.7503
5.57700,91.802,0.00000,7.7504
5.57800,91.848,0.00000,7.7505
5.57900,91.895,0.00000,7.7507
5.58000,91.941,0.00000,7.7508
5.58100,91.988,0.00000,7.7509
5.58200,92.034,0.00000,7.7509
5.58300,92.081,0.00000,7.7510
5.58400,92.127,0.00000,7.7511
5.58500,92.174,0.00000,7.7512
5.58600,92.220,0.00000,7.7513
5.58700,92.267,0.00000,7.7514
5.58800,92.313,0.00000,7.7515
5.58900,92.360,0.00000,7.7516
