record_type,component,joint,occurrence_path,tag,other_component,world_x_m,world_y_m,world_z_m,local_x_m,local_y_m,local_z_m,distance_m,anchor_vec_x_m,anchor_vec_y_m,anchor_vec_z_m
distance,F_Top,FTop_FLeftLink <-> FTop_Handle,,,,,,,,,,0.0862453035701933,-0.04764668069470544,0.005000000000000036,-0.07171503473255507
distance,Shaft_copy,강체 23 <-> 강체 24,,,,,,,,,,0.006500000000000084,-5.151434834260726e-16,4.3520742565306136e-16,0.006500000000000084
distance,Shaft_copy,강체 23 <-> 강체 25,,,,,,,,,,0.011500000000000015,-1.1368683772161603e-15,6.838973831690964e-16,0.011500000000000015
distance,Shaft_copy,강체 23 <-> 강체 26,,,,,,,,,,0.016499999999988305,-1.7497114868092467e-15,1.0036416142611416e-15,0.016499999999988305
distance,Shaft_copy,강체 23 <-> 강체 27,,,,,,,,,,0.020499999999988652,-2.220446049250313e-15,1.127986593019159e-15,0.020499999999988652
distance,Shaft_copy,강체 23 <-> 강체 28,,,,,,,,,,0.026999999999988495,-2.877698079828406e-15,1.652011860642233e-15,0.026999999999988495
distance,Shaft_copy,강체 23 <-> 회전 31,,,,,,,,,,0.006500000000000086,-5.062616992290714e-16,5.417888360170764e-16,0.006500000000000086
distance,Shaft_copy,강체 23 <-> 강체 36,,,,,,,,,,0.0051148303878739655,3.552713678800501e-16,-0.004065440714564392,-0.003103817277656839
distance,Shaft_copy,강체 24 <-> 강체 25,,,,,,,,,,0.004999999999999932,-6.217248937900877e-16,2.486899575160351e-16,0.004999999999999932
distance,Shaft_copy,강체 24 <-> 강체 26,,,,,,,,,,0.009999999999988223,-1.2345680033831742e-15,5.684341886080802e-16,0.009999999999988223
distance,Shaft_copy,강체 24 <-> 강체 27,,,,,,,,,,0.013999999999988568,-1.7053025658242404e-15,6.927791673660977e-16,0.013999999999988568
distance,Shaft_copy,강체 24 <-> 강체 28,,,,,,,,,,0.020499999999988413,-2.3625545964023332e-15,1.2168044349891717e-15,0.020499999999988413
distance,Shaft_copy,강체 24 <-> 회전 31,,,,,,,,,,1.0697389170429531e-16,8.881784197001253e-18,1.0658141036401502e-16,2.220446049250313e-18
distance,Shaft_copy,강체 24 <-> 강체 36,,,,,,,,,,0.010428859693478622,8.704148513061227e-16,-0.0040654407145648275,-0.009603817277656924
distance,Shaft_copy,강체 25 <-> 강체 26,,,,,,,,,,0.004999999999988292,-6.128431095930865e-16,3.1974423109204507e-16,0.004999999999988292
distance,Shaft_copy,강체 25 <-> 강체 27,,,,,,,,,,0.008999999999988637,-1.0835776720341528e-15,4.440892098500626e-16,0.008999999999988637
distance,Shaft_copy,강체 25 <-> 강체 28,,,,,,,,,,0.015499999999988481,-1.7408297026122454e-15,9.681144774731366e-16,0.015499999999988481
distance,Shaft_copy,강체 25 <-> 회전 31,,,,,,,,,,0.004999999999999929,6.306066779870889e-16,-1.4210854715202004e-16,-0.004999999999999929
distance,Shaft_copy,강체 25 <-> 강체 36,,,,,,,,,,0.015159132141479348,1.4921397450962103e-15,-0.004065440714565076,-0.014603817277656854
distance,Shaft_copy,강체 26 <-> 강체 27,,,,,,,,,,0.004000000000000345,-4.707345624410664e-16,1.2434497875801754e-16,0.004000000000000345
distance,Shaft_copy,강체 26 <-> 강체 28,,,,,,,,,,0.01050000000000019,-1.127986593019159e-15,6.483702463810914e-16,0.01050000000000019
distance,Shaft_copy,강체 26 <-> 회전 31,,,,,,,,,,0.009999999999988221,1.2434497875801754e-15,-4.618527782440651e-16,-0.009999999999988221
distance,Shaft_copy,강체 26 <-> 강체 36,,,,,,,,,,0.020020925554502828,2.104982854689297e-15,-0.004065440714565396,-0.019603817277645146
