# source: Data_90.xls
# max_force_N=342.0  min_force_N=8.0  avg_force_N=28.67
no,sample_idx,force_N,pressure_MPa
914,455,0.0,0.0
915,456,0.0,0.0
916,457,0.0,0.0
917,458,0.0,0.0
918,459,0.0,0.0
919,460,0.0,0.0
920,461,0.0,0.0
921,462,0.0,0.0
922,463,0.0,0.0
923,464,0.0,0.0
924,465,0.0,0.0
925,466,0.0,0.0
926,467,0.0,0.0
927,468,0.0,0.0
928,469,0.0,0.0
929,470,0.0,0.0
930,471,0.0,0.0
931,472,0.0,0.0
932,473,0.0,0.0
933,474,0.0,0.0
934,475,0.0,0.0
935,476,0.0,0.0
936,477,0.0,0.0
937,478,0.0,0.0
938,479,0.0,0.0
939,480,0.0,0.0
940,481,0.0,0.0
941,482,0.0,0.0
942,483,0.0,0.0
943,484,0.0,0.0
944,485,0.0,0.0
945,486,0.0,0.0
946,487,0.0,0.0
947,488,0.0,0.0
948,489,0.0,0.0
949,490,0.0,0.0
950,491,0.0,0.0
951,492,0.0,0.0
952,493,0.0,0.0
953,494,0.0,0.0
954,495,0.0,0.0
955,496,5.0,5.0
956,497,14.0,14.0
957,498,45.0,45.0
958,499,75.0,75.0
959,500,116.0,116.0
960,501,158.0,158.0
961,502,193.0,193.0
962,503,228.0,228.0
963,504,262.0,262.0
964,505,292.0,292.0
965,506,314.0,314.0
966,507,328.0,328.0
967,508,342.0,342.0
968,509,342.0,342.0
969,510,340.0,340.0
970,511,340.0,340.0
971,512,339.0,339.0
972,513,338.0,338.0
973,514,338.0,338.0
974,515,326.0,326.0
975,516,236.0,236.0
976,517,129.0,129.0
977,518,58.0,58.0
978,519,17.0,17.0
979,520,0.0,0.0
980,521,0.0,0.0
981,522,0.0,0.0
982,523,0.0,0.0
983,524,0.0,0.0
984,525,0.0,0.0
985,526,0.0,0.0
986,527,0.0,0.0
987,528,0.0,0.0
988,529,0.0,0.0
989,530,0.0,0.0
990,531,0.0,0.0
991,532,0.0,0.0
992,533,0.0,0.0
993,534,0.0,0.0
994,535,0.0,0.0
995,536,0.0,0.0
996,537,0.0,0.0
997,538,0.0,0.0
998,539,0.0,0.0
999,540,0.0,0.0
1000,541,0.0,0.0
1001,542,0.0,0.0
1002,543,0.0,0.0
1003,544,0.0,0.0
1004,545,0.0,0.0
1005,546,0.0,0.0
1006,547,0.0,0.0
1007,548,0.0,0.0
1008,549,0.0,0.0
1009,550,0.0,0.0
1010,551,0.0,0.0
1011,552,0.0,0.0
1012,553,0.0,0.0
1013,554,0.0,0.0
1014,555,0.0,0.0
1015,556,0.0,0.0
1016,557,0.0,0.0
1017,558,0.0,0.0
1018,559,0.0,0.0
1019,560,0.0,0.0
1020,561,0.0,0.0
1021,562,0.0,0.0
1022,563,0.0,0.0
1023,564,0.0,0.0
1024,565,0.0,0.0
1025,566,0.0,0.0
1026,567,0.0,0.0
1027,568,0.0,0.0
1028,569,0.0,0.0
1029,570,0.0,0.0
1030,571,0.0,0.0
1031,572,0.0,0.0
1032,573,0.0,0.0
1033,574,0.0,0.0
1034,575,0.0,0.0
1035,576,0.0,0.0
1036,577,0.0,0.0
1037,578,0.0,0.0
1038,579,0.0,0.0
1039,580,0.0,0.0
1040,581,0.0,0.0
1041,582,0.0,0.0
1042,583,0.0,0.0
1043,584,0.0,0.0
1044,585,0.0,0.0
1045,586,0.0,0.0
1046,587,0.0,0.0
1047,588,0.0,0.0
1048,589,0.0,0.0
1049,590,0.0,0.0
1050,591,0.0,0.0
1051,592,0.0,0.0
1052,593,0.0,0.0
1053,594,0.0,0.0
1054,595,0.0,0.0
1055,596,0.0,0.0
1056,597,0.0,0.0
1057,598,0.0,0.0
1058,599,0.0,0.0
1059,600,0.0,0.0
1060,601,0.0,0.0
1061,602,0.0,0.0
1062,603,0.0,0.0
1063,604,0.0,0.0
1064,605,0.0,0.0
1065,606,0.0,0.0
1066,607,0.0,0.0
1067,608,0.0,0.0
1068,609,0.0,0.0
1069,610,0.0,0.0
1070,611,0.0,0.0
1071,612,0.0,0.0
1072,613,0.0,0.0
1073,614,0.0,0.0
1074,615,0.0,0.0
1075,616,0.0,0.0
1076,617,0.0,0.0
1077,618,0.0,0.0
1078,619,15.0,15.0
1079,620,42.0,42.0
1080,621,59.0,59.0
1081,622,80.0,80.0
1082,623,98.0,98.0
1083,624,114.0,114.0
1084,625,114.0,114.0
1085,626,113.0,113.0
1086,627,113.0,113.0
1087,628,113.0,113.0
1088,629,113.0,113.0
1089,630,113.0,113.0
1090,631,113.0,113.0
1091,632,93.0,93.0
1092,633,37.0,37.0
1093,634,2.0,2.0
1094,635,0.0,0.0
1095,636,14.0,14.0
1096,637,55.0,55.0
1097,638,92.0,92.0
1098,639,116.0,116.0
1099,640,117.0,117.0
1100,641,117.0,117.0
1101,642,116.0,116.0
1102,643,116.0,116.0
1103,644,116.0,116.0
1104,645,116.0,116.0
1105,646,116.0,116.0
1106,647,86.0,86.0
1107,648,29.0,29.0
1108,649,8.0,8.0
1109,650,10.0,10.0
1110,651,43.0,43.0
1111,652,84.0,84.0
1112,653,113.0,113.0
1113,654,117.0,117.0
1114,655,116.0,116.0
1115,656,116.0,116.0
1116,657,116.0,116.0
1117,658,116.0,116.0
