filename,n_vertices,n_faces,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_diagonal,principal_length,centroid_x,centroid_y,centroid_z,is_watertight,volume
NeedleBearing_1_hull.stl,1248,416,-116.93290710449219,54.10785675048828,14.379776954650879,-92.93827819824219,78.10517120361328,18.379777908325195,23.99462890625,23.997314453125,4.000000953674316,34.170357401411614,23.995598493720316,-106.01264575200203,65.16317287469522,16.379777431488037,True,1808.478008285756
PAWL_1.stl,1824,608,-121.85487365722656,26.317522048950195,28.379777908325195,-86.65516662597656,52.85807418823242,34.37977600097656,35.19970703125,26.540552139282227,5.999998092651367,44.49067610247803,38.439072487219,-109.22954789379187,37.84472816868832,31.37977701739261,True,2196.5480828121595
PAWL_1_hull.stl,702,234,-121.85487365722656,26.317522048950195,28.379777908325195,-86.65516662597656,52.85807418823242,34.37977600097656,35.19970703125,26.540552139282227,5.999998092651367,44.49067610247803,38.604575901601905,-108.07426454810336,37.81810931126956,31.37977696008492,True,2757.575831480071
PULLEY_1.stl,4716,1572,-126.92305755615234,44.108978271484375,34.87977600097656,-82.93290710449219,88.10405731201172,40.87977600097656,43.990150451660156,43.995079040527344,6.0,62.50360242851563,43.99495182204336,-104.9275271453728,66.16006891964047,37.87977600097656,True,8152.945104726484
PULLEY_1_hull.stl,2484,828,-126.92305755615234,44.108978271484375,34.87977600097656,-82.93290710449219,88.10405731201172,40.87977600097656,43.990150451660156,43.995079040527344,6.0,62.50360242851563,43.99520540011521,-105.98045035836778,67.10719883499515,37.87977600097656,True,8981.948125588426
RAIL SLIDER.stl,8712,2904,98.73633575439453,-9.968606948852539,-70.194091796875,198.97230529785156,10.015946388244629,-63.094093322753906,100.23596954345703,19.984553337097168,7.099998474121094,102.4550727916029,100.30006971658995,153.28127910414347,0.02368083579809541,-66.35116415225222,True,3874.8823122564972
RING2_E-SFGKRRA10-45-F3-S21-KA0-A20.stl,3300,1100,-6.149612903594971,-23.149999618530273,-29.950000762939453,6.149612903594971,-22.149999618530273,-15.552958488464355,12.299225807189941,1.0,14.397042274475098,18.961692480083897,14.397128743650473,-1.336408383918531e-05,-22.649999618530273,-24.013006586595015,True,59.284876463935596
RachetGear_1.stl,6978,2326,-124.93290710449219,46.10651397705078,28.379777908325195,-84.93290710449219,86.10651397705078,34.37977600097656,40.0,40.0,5.999998092651367,56.88585041213518,40.00205142783179,-104.92970512807797,66.16624054344311,31.391558605335135,True,6688.008795754385
RachetGear_1_hull.stl,5748,1916,-124.93290710449219,46.10651397705078,28.379777908325195,-84.93290710449219,86.10651397705078,34.37977600097656,40.0,40.0,5.999998092651367,56.88585041213518,39.983587506161044,-105.29345559907938,67.04578468147548,31.379777034289653,True,7411.247116599654
RightSlider1_1.stl,47226,15742,-133.288818359375,109.2637939453125,22.507722854614258,-32.89909744262695,121.98614501953125,42.49227523803711,100.38972091674805,12.72235107421875,19.98455238342285,103.147160002416,100.18836095264106,-75.7920947272184,114.64844776299445,32.53039193580481,True,4913.96521182004
