# Velocity Control — Tablet Force Profile
# STL,tablet_R6.0_AR1.50_CV0.35.stl,R_mm,6.0,AR,1.5,CV,0.35
# target_rpm,8.0,kv,14.920775914865189,forcelim,12.5
# density_kg_m3,1200.0
# F_Y_max,955.68071,F_Y_min,-2217.20813,Impulse_Ns,-217.473260

Time_s,F_X_N,F_Y_N,F_Z_N,Crank_RPM,Motor_torque_Nm
1.00200,0.00000,0.00000,0.00000,0.1234,-0.1820
1.00400,0.00000,0.00000,0.00000,0.1298,-0.1926
1.00600,0.00000,0.00000,0.00000,0.1358,-0.2025
1.00800,0.00000,0.00000,0.00000,0.1413,-0.2118
1.01000,0.00000,0.00000,0.00000,0.1463,-0.2204
1.01200,0.00000,0.00000,0.00000,0.1509,-0.2283
1.01400,0.00000,0.00000,0.00000,0.1551,-0.2355
1.01600,0.00000,0.00000,0.00000,0.1588,-0.2420
1.01800,0.00000,0.00000,0.00000,0.1620,-0.2477
1.02000,0.00000,0.00000,0.00000,0.1647,-0.2527
1.02200,0.00000,0.00000,0.00000,0.1670,-0.2570
1.02400,0.00000,0.00000,0.00000,0.1687,-0.2605
1.02600,0.00000,0.00000,0.00000,0.1701,-0.2633
1.02800,0.00000,0.00000,0.00000,0.1709,-0.2653
1.03000,0.00000,0.00000,0.00000,0.1713,-0.2667
1.03200,0.00000,0.00000,0.00000,0.1712,-0.2673
1.03400,0.00000,0.00000,0.00000,0.1707,-0.2672
1.03600,0.00000,0.00000,0.00000,0.1697,-0.2663
1.03800,0.00000,0.00000,0.00000,0.1674,-0.2648
1.04000,0.00000,0.00000,0.00000,0.1617,-0.2612
1.04200,0.00000,0.00000,0.00000,0.1543,-0.2523
1.04400,0.00000,0.00000,0.00000,0.1475,-0.2408
1.04600,0.00000,0.00000,0.00000,0.1429,-0.2302
1.04800,0.00000,0.00000,0.00000,0.1395,-0.2230
1.05000,0.00000,0.00000,0.00000,0.1359,-0.2177
1.05200,0.00000,0.00000,0.00000,0.1321,-0.2121
1.05400,0.00000,0.00000,0.00000,0.1280,-0.2061
1.05600,0.00000,0.00000,0.00000,0.1236,-0.1997
1.05800,0.00000,0.00000,0.00000,0.1190,-0.1929
1.06000,0.00000,0.00000,0.00000,0.1141,-0.1857
1.06200,0.00000,0.00000,0.00000,0.1090,-0.1781
1.06400,0.00000,0.00000,0.00000,0.1038,-0.1701
1.06600,0.00000,0.00000,0.00000,0.0983,-0.1619
1.06800,0.00000,0.00000,0.00000,0.0926,-0.1533
1.07000,0.00000,0.00000,0.00000,0.0868,-0.1445
1.07200,0.00000,0.00000,0.00000,0.0808,-0.1354
1.07400,0.00000,0.00000,0.00000,0.0747,-0.1261
1.07600,0.00000,0.00000,0.00000,0.0685,-0.1165
1.07800,0.00000,0.00000,0.00000,0.0621,-0.1068
1.08000,0.00000,0.00000,0.00000,0.0557,-0.0969
1.08200,0.00000,0.00000,0.00000,0.0492,-0.0869
1.08400,0.00000,0.00000,0.00000,0.0427,-0.0768
1.08600,0.00000,0.00000,0.00000,0.0362,-0.0667
1.08800,0.00000,0.00000,0.00000,0.0296,-0.0565
1.09000,0.00000,0.00000,0.00000,0.0231,-0.0462
1.09200,0.00000,0.00000,0.00000,0.0166,-0.0360
1.09400,0.00000,0.00000,0.00000,0.0101,-0.0258
1.09600,0.00000,0.00000,0.00000,0.0037,-0.0157
1.09800,0.00000,0.00000,0.00000,-0.0027,-0.0057
1.10000,0.00000,0.00000,0.00000,-0.0089,0.0042
1.10200,0.00000,0.00000,0.00000,-0.0151,0.0139
1.10400,0.00000,0.00000,0.00000,-0.0211,0.0235
