# Velocity Control — Viewer
# STL,tablet_R4.0_AR1.00_CV0.32.stl,R_mm,4.0,AR,1.0,CV,0.32
# target_rpm,8.0,kv,14.920775914865189,forcelim,12.5
# density_kg_m3,1200.0
# F_Y_max,0.00000,F_Y_min,-870.86707,Impulse_Ns,-1524.378010

Time_s,Crank_deg,F_Y_N,Crank_RPM,ncon
0.50100,-89.960,0.00000,-0.3431,0
0.50200,-89.962,0.00000,-0.3474,0
0.50300,-89.964,0.00000,-0.3512,0
0.50400,-89.966,0.00000,-0.3545,0
0.50500,-89.968,0.00000,-0.3572,0
0.50600,-89.970,0.00000,-0.3595,0
0.50700,-89.972,0.00000,-0.3612,0
0.50800,-89.975,0.00000,-0.3624,0
0.50900,-89.977,0.00000,-0.3632,0
0.51000,-89.979,0.00000,-0.3634,0
0.51100,-89.981,0.00000,-0.3632,0
0.51200,-89.983,0.00000,-0.3625,0
0.51300,-89.985,0.00000,-0.3613,0
0.51400,-89.988,0.00000,-0.3596,0
0.51500,-89.990,0.00000,-0.3575,0
0.51600,-89.992,0.00000,-0.3550,0
0.51700,-89.994,0.00000,-0.3520,0
0.51800,-89.996,0.00000,-0.3486,0
0.51900,-89.998,0.00000,-0.3431,0
0.52000,-90.000,0.00000,-0.3311,0
0.52100,-90.002,0.00000,-0.3161,0
0.52200,-90.004,0.00000,-0.3031,0
0.52300,-90.006,0.00000,-0.2950,0
0.52400,-90.007,0.00000,-0.2893,0
0.52500,-90.009,0.00000,-0.2835,0
0.52600,-90.011,0.00000,-0.2775,0
0.52700,-90.012,0.00000,-0.2713,0
0.52800,-90.014,0.00000,-0.2648,0
0.52900,-90.015,0.00000,-0.2581,0
0.53000,-90.017,0.00000,-0.2512,0
0.53100,-90.018,0.00000,-0.2440,0
0.53200,-90.020,0.00000,-0.2367,0
0.53300,-90.021,0.00000,-0.2291,0
0.53400,-90.023,0.00000,-0.2214,0
0.53500,-90.024,0.00000,-0.2135,0
0.53600,-90.025,0.00000,-0.2054,0
0.53700,-90.026,0.00000,-0.1972,0
0.53800,-90.027,0.00000,-0.1888,0
0.53900,-90.028,0.00000,-0.1803,0
0.54000,-90.029,0.00000,-0.1717,0
0.54100,-90.030,0.00000,-0.1629,0
0.54200,-90.031,0.00000,-0.1541,0
0.54300,-90.032,0.00000,-0.1452,0
0.54400,-90.033,0.00000,-0.1362,0
