# Crusher Tablet Simulation — slide joint
# Generated,2026-06-05T14:11:10
# STL,tablet_R4.0_AR1.00_CV0.08.stl,R_mm,4.0,AR,1.0,CV,0.08
# density_kg_m3,1200.0,slide_damping_Nsm,10.0
# solref_tau_s,0.020000
# MOTOR_CTRL_Nm,-0.5,MOTOR_DELAY_s,3.0
# F_Y_max_N,0.02606,F_Y_min_N,-0.02480,Impulse_Ns,-0.000815,disp_max_mm,1.6544

Time_s,F_X_N,F_Y_N,F_Z_N,F_mag_N,Slider_Y_mm,Tablet_Y_mm,Gap_mm,Slide_disp_mm,Slide_vel_mms,Crank_vel_rads,Motor_dir,ncon
1.04400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.04600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.04800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.05000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.05200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.05400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.05600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.05800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.06000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.06200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.06400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.06600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.06800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.07000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.07200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.07400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.07600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.07800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.08000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.08200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.08400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.08600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.08800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.09000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.09200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.09400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.09600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.09800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.10000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.10200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.10400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.10600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.10800,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.11000,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.11200,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.11400,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
1.11600,0.000000,0.000000,0.000000,0.000000,214.1261,335.1591,121.0330,0.00011,0.00000,0.000000,off,0
